ensembl_gene_id	description	gene_biotype	hgnc_symbol	chromosome_name	start_position	end_position	strand	nj	nSNV	nSamples	p.value	exp	nTotSamples	nREs	nNonPromoters	nPromoters
ENSG00000162782	tudor domain containing 5 [Source:HGNC Symbol;Acc:20614]	protein_coding	TDRD5	1	179560748	179660407	1	3151	26	18	3.52741182030325e-06	5	107	2	1	2
ENSG00000162817	chromosome 1 open reading frame 115 [Source:HGNC Symbol;Acc:25873]	protein_coding	C1orf115	1	220863187	220872499	1	6763	13	12	0.435808813450746	11	107	2	1	1
ENSG00000162836	acid phosphatase 6, lysophosphatidic [Source:HGNC Symbol;Acc:29609]	protein_coding	ACP6	1	147101453	147142618	-1	37960	86	42	0.320568747380065	40	107	12	7	5
ENSG00000162869	protein phosphatase 1, regulatory subunit 21 [Source:HGNC Symbol;Acc:30595]	protein_coding	PPP1R21	2	48667737	48742525	1	9330	13	10	0.949663930093024	15	107	4	2	3
ENSG00000162878	protein kinase domain containing, cytoplasmic [Source:HGNC Symbol;Acc:25123]	protein_coding	PKDCC	2	42275160	42285668	1	40634	98	45	0.207765382582662	41	107	2	2	2
ENSG00000162881	oxoeicosanoid (OXE) receptor 1 [Source:HGNC Symbol;Acc:24884]	protein_coding	OXER1	2	42989642	42991401	-1	3646	4	4	0.898102966218651	6	107	1	1	0
ENSG00000162882	3-hydroxyanthranilate 3,4-dioxygenase [Source:HGNC Symbol;Acc:4796]	protein_coding	HAAO	2	42994229	43019733	-1	6024	6	6	0.955191800289694	10	107	3	1	2
ENSG00000162896	polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:8968]	protein_coding	PIGR	1	207101863	207119811	-1	23291	89	42	0.00106891418678445	29	107	4	2	3
ENSG00000162929	KIAA1841 [Source:HGNC Symbol;Acc:29387]	protein_coding	KIAA1841	2	61293006	61391960	1	7627	12	10	0.824384185214967	12	107	6	1	6
ENSG00000162931	tripartite motif containing 17 [Source:HGNC Symbol;Acc:13430]	protein_coding	TRIM17	1	228595641	228604562	-1	6333	13	10	0.625033107378917	10	107	2	1	3
ENSG00000162951	leucine rich repeat transmembrane neuronal 1 [Source:HGNC Symbol;Acc:19408]	protein_coding	LRRTM1	2	80515483	80531874	-1	15103	51	33	0.00166049417544833	21	107	3	2	3
ENSG00000162959	mediator of cell motility 1 [Source:HGNC Symbol;Acc:14014]	protein_coding	MEMO1	2	32090129	32236299	-1	8633	7	6	0.997741618395499	14	107	5	1	4
ENSG00000162971	tRNA-yW synthesizing protein 5 [Source:HGNC Symbol;Acc:26754]	protein_coding	TYW5	2	200794698	200820459	-1	3039	2	2	0.977273887843759	5	107	1	1	0
ENSG00000162981	family with sequence similarity 84, member A [Source:HGNC Symbol;Acc:20743]	protein_coding	FAM84A	2	14772810	14790933	1	5748	19	14	0.0864215672290307	10	107	1	1	2
ENSG00000163006	coiled-coil domain containing 138 [Source:HGNC Symbol;Acc:26531]	protein_coding	CCDC138	2	109403213	109501933	1	7723	11	11	0.735236503653293	12	107	5	1	4
ENSG00000163009	chromosome 2 open reading frame 48 [Source:HGNC Symbol;Acc:26322]	protein_coding	C2orf48	2	10281509	10351851	1	9160	11	10	0.942355220381315	14	107	2	1	1
ENSG00000163013	F-box protein 41 [Source:HGNC Symbol;Acc:29409]	protein_coding	FBXO41	2	73481810	73511559	-1	6882	18	15	0.138858506055047	11	107	5	1	4
ENSG00000163029	structural maintenance of chromosomes 6 [Source:HGNC Symbol;Acc:20466]	protein_coding	SMC6	2	17845079	17981509	-1	8400	9	7	0.990791004840275	13	107	5	1	4
ENSG00000163075	Primary ciliary dyskinesia protein 1  [Source:UniProtKB/Swiss-Prot;Acc:Q4G0U5]	protein_coding		2	120302008	120419827	1	12069	52	33	4.16621323358068e-05	18	107	9	1	9
ENSG00000163082	sphingosine-1-phosphate phosphatase 2 [Source:HGNC Symbol;Acc:19953]	protein_coding	SGPP2	2	223289236	223425667	1	12643	30	21	0.296656995146288	19	107	2	2	1
ENSG00000163083	inhibin, beta B [Source:HGNC Symbol;Acc:6067]	protein_coding	INHBB	2	121103719	121109384	1	17777	45	30	0.0790815835453569	24	107	4	4	1
ENSG00000163141	BCL2/adenovirus E1B 19kD interacting protein like [Source:HGNC Symbol;Acc:16976]	protein_coding	BNIPL	1	151009046	151020076	1	5996	9	7	0.89922377672869	10	107	2	1	1
ENSG00000163162	ring finger protein 149 [Source:HGNC Symbol;Acc:23137]	protein_coding	RNF149	2	101887681	101925163	-1	9566	15	11	0.918292936738444	15	107	3	1	2
ENSG00000163235	transforming growth factor, alpha [Source:HGNC Symbol;Acc:11765]	protein_coding	TGFA	2	70674412	70781325	-1	14362	50	32	0.00180566613824207	21	107	6	2	4
ENSG00000163249	cyclin Y-like 1 [Source:HGNC Symbol;Acc:26868]	protein_coding	CCNYL1	2	208576264	208626563	1	11855	22	18	0.522256740138487	18	107	2	1	1
ENSG00000163251	frizzled family receptor 5 [Source:HGNC Symbol;Acc:4043]	protein_coding	FZD5	2	208627310	208634287	-1	12163	13	12	0.976961341253303	18	107	2	2	0
ENSG00000163283	alkaline phosphatase, placental [Source:HGNC Symbol;Acc:439]	protein_coding	ALPP	2	233243244	233247599	1	12923	38	27	0.0189189285076748	19	107	2	2	2
ENSG00000163293	NIPA-like domain containing 1 [Source:HGNC Symbol;Acc:27194]	protein_coding	NIPAL1	4	47916159	48042188	1	8761	25	19	0.0758829691037753	14	107	3	1	3
ENSG00000163347	claudin 1 [Source:HGNC Symbol;Acc:2032]	protein_coding	CLDN1	3	190023490	190040264	-1	8316	34	26	0.000150235067012727	13	107	3	1	2
ENSG00000163354	DC-STAMP domain containing 2 [Source:HGNC Symbol;Acc:26562]	protein_coding	DCST2	1	154990996	155006257	-1	6523	18	16	0.0564376889653654	11	107	3	1	2
ENSG00000163357	DC-STAMP domain containing 1 [Source:HGNC Symbol;Acc:26539]	protein_coding	DCST1	1	155006300	155023406	1	21077	43	29	0.370884361145128	27	107	4	3	1
ENSG00000163378	EGF domain-specific O-linked N-acetylglucosamine (GlcNAc) transferase [Source:HGNC Symbol;Acc:28526]	protein_coding	EOGT	3	69024365	69063112	-1	7487	8	8	0.94448100024899	12	107	5	1	4
ENSG00000163393	solute carrier family 22, member 15 [Source:HGNC Symbol;Acc:20301]	protein_coding	SLC22A15	1	116519119	116612675	1	2871	3	2	0.97034986655842	5	107	1	1	1
ENSG00000163406	solute carrier family 15 (oligopeptide transporter), member 2 [Source:HGNC Symbol;Acc:10921]	protein_coding	SLC15A2	3	121612936	121662949	1	18272	133	50	3.0192104372162e-10	25	107	6	4	4
ENSG00000163435	E74-like factor 3 (ets domain transcription factor, epithelial-specific ) [Source:HGNC Symbol;Acc:3318]	protein_coding	ELF3	1	201977073	201986316	1	75207	247	67	0.00416822834877528	56	107	7	7	4
ENSG00000163449	transmembrane protein 169 [Source:HGNC Symbol;Acc:25130]	protein_coding	TMEM169	2	216946589	216967506	1	2310	1	1	0.987405650778285	4	107	1	1	0
ENSG00000163462	tripartite motif containing 46 [Source:HGNC Symbol;Acc:19019]	protein_coding	TRIM46	1	155145873	155157447	1	76390	123	51	0.928306602628471	56	107	7	7	1
ENSG00000163466	actin related protein 2/3 complex, subunit 2, 34kDa [Source:HGNC Symbol;Acc:705]	protein_coding	ARPC2	2	219081817	219119079	1	43478	66	42	0.619307277196992	43	107	5	2	3
ENSG00000163485	adenosine A1 receptor [Source:HGNC Symbol;Acc:262]	protein_coding	ADORA1	1	203059782	203136533	1	20299	49	30	0.220048852255663	27	107	5	2	5
ENSG00000163507	KIAA1524 [Source:HGNC Symbol;Acc:29302]	protein_coding	KIAA1524	3	108268716	108308491	-1	8815	11	11	0.863249730346234	14	107	6	1	5
ENSG00000163516	ankyrin repeat and zinc finger domain containing 1 [Source:HGNC Symbol;Acc:25527]	protein_coding	ANKZF1	2	220094479	220101391	1	8182	13	12	0.68925472542358	13	107	3	1	2
ENSG00000163520	fibulin 2 [Source:HGNC Symbol;Acc:3601]	protein_coding	FBLN2	3	13573824	13679922	1	9334	31	21	0.0384179437561437	15	107	8	1	7
ENSG00000163535	shugoshin-like 2 (S. pombe) [Source:HGNC Symbol;Acc:30812]	protein_coding	SGOL2	2	201374731	201448505	1	11234	16	13	0.912703434854419	17	107	3	2	2
ENSG00000163545	NUAK family, SNF1-like kinase, 2 [Source:HGNC Symbol;Acc:29558]	protein_coding	NUAK2	1	205271187	205290883	-1	33521	65	34	0.794808415742627	37	107	2	2	1
ENSG00000163558	protein kinase C, iota [Source:HGNC Symbol;Acc:9404]	protein_coding	PRKCI	3	169940153	170023769	1	33609	52	29	0.982659465032754	37	107	5	1	5
ENSG00000163568	absent in melanoma 2 [Source:HGNC Symbol;Acc:357]	protein_coding	AIM2	1	159032274	159116886	-1	7490	17	13	0.441697696003703	12	107	3	1	2
ENSG00000163590	protein phosphatase, Mg2+/Mn2+ dependent, 1L [Source:HGNC Symbol;Acc:16381]	protein_coding	PPM1L	3	160473390	160796695	1	5833	7	7	0.883839383035474	10	107	3	1	3
ENSG00000163605	protein phosphatase 4, regulatory subunit 2 [Source:HGNC Symbol;Acc:18296]	protein_coding	PPP4R2	3	73045936	73118350	1	17874	27	16	0.992617045661285	24	107	4	3	1
ENSG00000163624	CDP-diacylglycerol synthase (phosphatidate cytidylyltransferase) 1 [Source:HGNC Symbol;Acc:1800]	protein_coding	CDS1	4	85504132	85572491	1	6080	16	13	0.197947998541547	10	107	1	1	1
ENSG00000163629	protein tyrosine phosphatase, non-receptor type 13 (APO-1/CD95 (Fas)-associated phosphatase) [Source:HGNC Symbol;Acc:9646]	protein_coding	PTPN13	4	87515468	87736324	1	7768	8	7	0.981908092846371	12	107	3	1	3
ENSG00000163630	synaptoporin [Source:HGNC Symbol;Acc:16507]	protein_coding	SYNPR	3	63213991	63602597	1	6534	23	17	0.0292911566688442	11	107	5	1	4
ENSG00000163634	THO complex 7 homolog (Drosophila) [Source:HGNC Symbol;Acc:29874]	protein_coding	THOC7	3	63819546	63849579	-1	8488	10	9	0.951023133337128	13	107	4	1	3
ENSG00000163637	prickle homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:20340]	protein_coding	PRICKLE2	3	64079543	64431152	-1	6723	10	10	0.695617584564452	11	107	5	1	4
ENSG00000163638	ADAM metallopeptidase with thrombospondin type 1 motif, 9 [Source:HGNC Symbol;Acc:13202]	protein_coding	ADAMTS9	3	64501333	64673676	-1	12163	29	25	0.0358373217542681	18	107	6	1	5
ENSG00000163659	TCDD-inducible poly(ADP-ribose) polymerase [Source:HGNC Symbol;Acc:23696]	protein_coding	TIPARP	3	156391024	156424559	1	5407	7	6	0.916590106920706	9	107	3	1	2
ENSG00000163681	sarcolemma associated protein [Source:HGNC Symbol;Acc:16643]	protein_coding	SLMAP	3	57741177	57914895	1	26960	63	34	0.364408189472418	32	107	8	2	6
ENSG00000163683	small integral membrane protein 14 [Source:HGNC Symbol;Acc:27321]	protein_coding	SMIM14	4	39547950	39640710	-1	9550	11	9	0.98100665117145	15	107	4	1	3
ENSG00000163684	ribonuclease P/MRP 14kDa subunit [Source:HGNC Symbol;Acc:30327]	protein_coding	RPP14	3	58291974	58310422	1	9210	21	16	0.365127061681051	14	107	6	2	4
ENSG00000163686	abhydrolase domain containing 6 [Source:HGNC Symbol;Acc:21398]	protein_coding	ABHD6	3	58223233	58281420	1	3569	8	7	0.437413504760402	6	107	2	1	2
ENSG00000163689	chromosome 3 open reading frame 67 [Source:HGNC Symbol;Acc:24763]	protein_coding	C3orf67	3	58703092	59035810	-1	12136	31	23	0.103082081544055	18	107	10	1	9
ENSG00000163694	RNA binding motif protein 47 [Source:HGNC Symbol;Acc:30358]	protein_coding	RBM47	4	40425272	40632892	-1	27560	142	49	5.10796496316912e-05	33	107	7	3	4
ENSG00000163701	interleukin 17 receptor E [Source:HGNC Symbol;Acc:18439]	protein_coding	IL17RE	3	9944296	9958086	1	20332	24	18	0.993228512857219	27	107	5	4	2
ENSG00000163702	interleukin 17 receptor C [Source:HGNC Symbol;Acc:18358]	protein_coding	IL17RC	3	9958758	9975314	1	9174	9	8	0.988982209566337	14	107	4	1	3
ENSG00000163734	chemokine (C-X-C motif) ligand 3 [Source:HGNC Symbol;Acc:4604]	protein_coding	CXCL3	4	74902306	74904524	-1	18113	38	26	0.390143245184948	24	107	3	3	1
ENSG00000163792	transcription factor 23 [Source:HGNC Symbol;Acc:18602]	protein_coding	TCF23	2	27371872	27376378	1	5420	21	17	0.00589745204051739	9	107	1	1	1
ENSG00000163806	speedy/RINGO cell cycle regulator family member A [Source:HGNC Symbol;Acc:30613]	protein_coding	SPDYA	2	29005383	29073477	1	86189	250	62	0.287580045248515	59	107	10	6	4
ENSG00000163808	kinesin family member 15 [Source:HGNC Symbol;Acc:17273]	protein_coding	KIF15	3	44803209	44914868	1	4700	6	5	0.923943385154307	8	107	3	1	3
ENSG00000163811	WD repeat domain 43 [Source:HGNC Symbol;Acc:28945]	protein_coding	WDR43	2	29117509	29171088	1	6267	7	7	0.920954047174512	10	107	4	1	4
ENSG00000163814	CUB domain containing protein 1 [Source:HGNC Symbol;Acc:24357]	protein_coding	CDCP1	3	45123770	45187914	-1	18551	76	37	0.00147875444539203	25	107	5	2	3
ENSG00000163818	leucine zipper transcription factor-like 1 [Source:HGNC Symbol;Acc:6741]	protein_coding	LZTFL1	3	45864808	45957534	-1	9838	20	17	0.346544504612995	15	107	7	1	6
ENSG00000163840	deltex 3-like (Drosophila) [Source:HGNC Symbol;Acc:30323]	protein_coding	DTX3L	3	122283085	122294050	1	2399	1	1	0.989359083412309	4	107	1	1	0
ENSG00000163864	nicotinamide nucleotide adenylyltransferase 3 [Source:HGNC Symbol;Acc:20989]	protein_coding	NMNAT3	3	139279022	139396859	-1	5718	20	14	0.0837860101987427	9	107	4	1	3
ENSG00000163879	dynein, axonemal, light intermediate chain 1 [Source:HGNC Symbol;Acc:14353]	protein_coding	DNALI1	1	38022520	38032458	1	4236	7	7	0.613715713996748	7	107	2	1	2
ENSG00000163882	polymerase (RNA) II (DNA directed) polypeptide H [Source:HGNC Symbol;Acc:9195]	protein_coding	POLR2H	3	184079506	184086384	1	11854	12	10	0.994615990695507	18	107	2	2	1
ENSG00000163898	lipase, member H [Source:HGNC Symbol;Acc:18483]	protein_coding	LIPH	3	185224050	185270401	-1	26512	65	36	0.175354899939005	32	107	6	2	4
ENSG00000163900	transmembrane protein 41A [Source:HGNC Symbol;Acc:30544]	protein_coding	TMEM41A	3	185194284	185216845	-1	12519	16	12	0.982646055295749	18	107	4	1	3
ENSG00000163923	ribosomal protein L39-like [Source:HGNC Symbol;Acc:17094]	protein_coding	RPL39L	3	186838736	186898696	-1	2389	4	3	0.816514618228145	4	107	2	1	1
ENSG00000163930	BRCA1 associated protein-1 (ubiquitin carboxy-terminal hydrolase) [Source:HGNC Symbol;Acc:950]	protein_coding	BAP1	3	52435029	52444366	-1	8134	15	10	0.875653905952539	13	107	3	1	2
ENSG00000163932	protein kinase C, delta [Source:HGNC Symbol;Acc:9399]	protein_coding	PRKCD	3	53190025	53226733	1	39497	70	35	0.931953489812352	41	107	3	3	3
ENSG00000163935	Scm-like with four mbt domains 1 [Source:HGNC Symbol;Acc:20255]	protein_coding	SFMBT1	3	52937588	53080766	-1	11926	15	14	0.90032024202489	18	107	6	3	3
ENSG00000163938	guanine nucleotide binding protein-like 3 (nucleolar) [Source:HGNC Symbol;Acc:29931]	protein_coding	GNL3	3	52715172	52728508	1	11223	14	14	0.850667554945127	17	107	2	1	3
ENSG00000163960	UBX domain protein 7 [Source:HGNC Symbol;Acc:29119]	protein_coding	UBXN7	3	196074533	196159345	-1	8432	8	6	0.997111007823619	13	107	6	1	5
ENSG00000163964	phosphatidylinositol glycan anchor biosynthesis, class X [Source:HGNC Symbol;Acc:26046]	protein_coding	PIGX	3	196366646	196462878	1	7263	8	6	0.988466641358225	12	107	3	2	2
ENSG00000163993	S100 calcium binding protein P [Source:HGNC Symbol;Acc:10504]	protein_coding	S100P	4	6694796	6698897	1	5876	7	6	0.947795884584806	10	107	2	1	1
ENSG00000164002	exonuclease 5 [Source:HGNC Symbol;Acc:26115]	protein_coding	EXO5	1	40974413	40982228	1	2088	4	4	0.528811573569012	4	107	1	1	1
ENSG00000164023	sphingomyelin synthase 2 [Source:HGNC Symbol;Acc:28395]	protein_coding	SGMS2	4	108745719	108836203	1	7214	12	9	0.864886985291866	12	107	3	1	3
ENSG00000164045	cell division cycle 25A [Source:HGNC Symbol;Acc:1725]	protein_coding	CDC25A	3	48198636	48229892	-1	1101	1	1	0.875691924717885	2	107	1	0	1
ENSG00000164050	plexin B1 [Source:HGNC Symbol;Acc:9103]	protein_coding	PLXNB1	3	48445261	48471594	-1	26147	30	22	0.995586448014696	31	107	5	1	5
ENSG00000164061	bassoon presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:1117]	protein_coding	BSN	3	49591922	49708978	1	6846	8	6	0.981526531471704	11	107	2	2	1
ENSG00000164066	inturned planar cell polarity protein [Source:HGNC Symbol;Acc:29239]	protein_coding	INTU	4	128544426	128647892	1	11388	20	14	0.863789360590649	17	107	7	1	6
ENSG00000164070	heat shock 70kDa protein 4-like [Source:HGNC Symbol;Acc:17041]	protein_coding	HSPA4L	4	128702976	128761888	1	4748	4	3	0.992488066444118	8	107	1	1	2
ENSG00000164078	macrophage stimulating 1 receptor (c-met-related tyrosine kinase) [Source:HGNC Symbol;Acc:7381]	protein_coding	MST1R	3	49924435	49941299	-1	16027	21	15	0.987397870953518	22	107	5	1	5
ENSG00000164082	glutamate receptor, metabotropic 2 [Source:HGNC Symbol;Acc:4594]	protein_coding	GRM2	3	51741086	51752629	1	11380	10	10	0.991574642808663	17	107	4	1	3
ENSG00000164091	WD repeat domain 82 [Source:HGNC Symbol;Acc:28826]	protein_coding	WDR82	3	52288437	52322036	-1	16187	11	11	0.999788200089372	23	107	3	1	2
ENSG00000164099	protease, serine, 12 (neurotrypsin, motopsin) [Source:HGNC Symbol;Acc:9477]	protein_coding	PRSS12	4	119201193	119274158	-1	11335	25	20	0.239892796295902	17	107	5	1	4
ENSG00000164104	high mobility group box 2 [Source:HGNC Symbol;Acc:5000]	protein_coding	HMGB2	4	174252846	174256276	-1	10544	9	6	0.999802544681863	16	107	2	2	1
ENSG00000164114	microtubule-associated protein 9 [Source:HGNC Symbol;Acc:26118]	protein_coding	MAP9	4	156263810	156298122	-1	8529	14	13	0.623393120925916	13	107	7	1	6
ENSG00000164116	guanylate cyclase 1, soluble, alpha 3 [Source:HGNC Symbol;Acc:4685]	protein_coding	GUCY1A3	4	156587863	156653501	1	5351	18	16	0.0124473917878881	9	107	1	1	1
ENSG00000164142	family with sequence similarity 160, member A1 [Source:HGNC Symbol;Acc:34237]	protein_coding	FAM160A1	4	152330368	152584784	1	6424	12	10	0.642252761344465	11	107	3	1	3
ENSG00000164171	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor) [Source:HGNC Symbol;Acc:6137]	protein_coding	ITGA2	5	52285156	52390609	1	3753	4	3	0.968793152160025	6	107	1	1	0
ENSG00000164180	transmembrane protein 161B [Source:HGNC Symbol;Acc:28483]	protein_coding	TMEM161B	5	87485450	87565293	-1	8611	16	11	0.843990131982421	14	107	5	1	4
ENSG00000164181	ELOVL fatty acid elongase 7 [Source:HGNC Symbol;Acc:26292]	protein_coding	ELOVL7	5	60047618	60140216	-1	8452	12	11	0.827558023013934	13	107	4	2	2
ENSG00000164236	ankyrin repeat domain 33B [Source:HGNC Symbol;Acc:35240]	protein_coding	ANKRD33B	5	10564442	10650308	1	26596	74	32	0.53431440519481	32	107	3	3	1
ENSG00000164241	chromosome 5 open reading frame 63 [Source:HGNC Symbol;Acc:40051]	protein_coding	C5orf63	5	126378250	126409184	-1	5482	12	11	0.311804993415239	9	107	4	0	4
ENSG00000164344	kallikrein B, plasma (Fletcher factor) 1 [Source:HGNC Symbol;Acc:6371]	protein_coding	KLKB1	4	187130133	187179625	1	8516	20	16	0.261786548599254	13	107	4	1	3
ENSG00000164402	septin 8 [Source:HGNC Symbol;Acc:16511]	protein_coding	SEPT8	5	132086509	132142933	-1	14383	26	18	0.809572155674763	21	107	5	1	4
ENSG00000164403	shroom family member 1 [Source:HGNC Symbol;Acc:24084]	protein_coding	SHROOM1	5	132157833	132166590	-1	6551	9	8	0.877417288528548	11	107	2	1	1
ENSG00000164466	sideroflexin 1 [Source:HGNC Symbol;Acc:16085]	protein_coding	SFXN1	5	174904065	174956745	1	7440	15	11	0.6917141531913	12	107	5	1	5
ENSG00000164488	dishevelled-binding antagonist of beta-catenin 2 [Source:HGNC Symbol;Acc:21231]	protein_coding	DACT2	6	168693510	168720434	-1	9132	20	12	0.813350467385356	14	107	3	2	1
ENSG00000164574	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 10 (GalNAc-T10) [Source:HGNC Symbol;Acc:19873]	protein_coding	GALNT10	5	153570290	153800544	1	6100	8	7	0.908103824326593	10	107	4	1	3
ENSG00000164611	pituitary tumor-transforming 1 [Source:HGNC Symbol;Acc:9690]	protein_coding	PTTG1	5	159848829	159855748	1	2556	5	5	0.488189699466365	4	107	1	1	1
ENSG00000164620	RELT-like 2 [Source:HGNC Symbol;Acc:26902]	protein_coding	RELL2	5	141016517	141020644	1	3445	8	7	0.402594816266137	6	107	2	1	1
ENSG00000164626	potassium channel, subfamily K, member 5 [Source:HGNC Symbol;Acc:6280]	protein_coding	KCNK5	6	39156749	39197226	-1	59203	301	68	1.00142981299678e-05	50	107	4	4	1
ENSG00000164638	solute carrier family 29 (equilibrative nucleoside transporter), member 4 [Source:HGNC Symbol;Acc:23097]	protein_coding	SLC29A4	7	5314000	5346501	1	13888	24	18	0.765507688865933	20	107	4	1	3
ENSG00000164647	six transmembrane epithelial antigen of the prostate 1 [Source:HGNC Symbol;Acc:11378]	protein_coding	STEAP1	7	89783689	89794143	1	6096	18	17	0.0166723610404637	10	107	2	1	1
ENSG00000164649	cell division cycle associated 7-like [Source:HGNC Symbol;Acc:30777]	protein_coding	CDCA7L	7	21940518	21985702	-1	8895	21	16	0.317100994828479	14	107	4	1	3
ENSG00000164683	hes-related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:4880]	protein_coding	HEY1	8	80676245	80680098	-1	7082	9	8	0.920950261884389	11	107	3	3	1
ENSG00000164687	fatty acid binding protein 5 (psoriasis-associated) [Source:HGNC Symbol;Acc:3560]	protein_coding	FABP5	8	82192598	82197012	1	0	0	0	1	0	107	0	0	0
ENSG00000164707	solute carrier family 13 (sodium/sulfate symporter), member 4 [Source:HGNC Symbol;Acc:15827]	protein_coding	SLC13A4	7	135365985	135414006	-1	10692	25	16	0.592101459810639	16	107	6	2	4
ENSG00000164736	SRY (sex determining region Y)-box 17 [Source:HGNC Symbol;Acc:18122]	protein_coding	SOX17	8	55370495	55373448	1	44977	335	74	1.89404048001052e-13	44	107	8	8	0
ENSG00000164754	RAD21 homolog (S. pombe) [Source:HGNC Symbol;Acc:9811]	protein_coding	RAD21	8	117858174	117887105	-1	1101	1	1	0.875691924717885	2	107	1	0	1
ENSG00000164761	tumor necrosis factor receptor superfamily, member 11b [Source:HGNC Symbol;Acc:11909]	protein_coding	TNFRSF11B	8	119935796	119964439	-1	5000	14	11	0.220280096827434	8	107	3	1	2
ENSG00000164818	HEAT repeat containing 2 [Source:HGNC Symbol;Acc:26013]	protein_coding	HEATR2	7	766338	829190	1	19909	52	32	0.0842155217918067	26	107	7	3	5
ENSG00000164850	G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:4485]	protein_coding	GPER1	7	1121844	1133451	1	15455	36	23	0.417801910569312	22	107	4	1	3
ENSG00000164855	transmembrane protein 184A [Source:HGNC Symbol;Acc:28797]	protein_coding	TMEM184A	7	1581871	1600457	-1	59710	186	55	0.153976109789403	50	107	4	4	4
ENSG00000164877	MICAL-like 2 [Source:HGNC Symbol;Acc:29672]	protein_coding	MICALL2	7	1468101	1499138	-1	20683	55	30	0.248242386062702	27	107	5	1	4
ENSG00000164880	integrator complex subunit 1 [Source:HGNC Symbol;Acc:24555]	protein_coding	INTS1	7	1509913	1545489	-1	67798	198	61	0.0403394397356575	53	107	8	4	4
ENSG00000164896	Fas-activated serine/threonine kinase [Source:HGNC Symbol;Acc:24676]	protein_coding	FASTK	7	150773711	150777953	-1	15532	20	16	0.964086676951166	22	107	3	2	2
ENSG00000164930	frizzled family receptor 6 [Source:HGNC Symbol;Acc:4044]	protein_coding	FZD6	8	104310661	104345094	1	5082	3	3	0.995419332032244	9	107	1	1	1
ENSG00000164941	integrator complex subunit 8 [Source:HGNC Symbol;Acc:26048]	protein_coding	INTS8	8	95825539	95893974	1	11244	22	16	0.667811884374205	17	107	6	1	5
ENSG00000164972	chromosome 9 open reading frame 24 [Source:HGNC Symbol;Acc:19919]	protein_coding	C9orf24	9	34379017	34397830	-1	7820	4	4	0.999608083877859	13	107	2	2	0
ENSG00000164975	small nuclear RNA activating complex, polypeptide 3, 50kDa [Source:HGNC Symbol;Acc:11136]	protein_coding	SNAPC3	9	15422702	15465951	1	3790	4	3	0.970356235265366	6	107	2	1	1
ENSG00000164983	transmembrane protein 65 [Source:HGNC Symbol;Acc:25203]	protein_coding	TMEM65	8	125324231	125384933	-1	13196	17	11	0.995994882370396	19	107	3	3	0
ENSG00000164985	PC4 and SFRS1 interacting protein 1 [Source:HGNC Symbol;Acc:9527]	protein_coding	PSIP1	9	15464064	15511017	-1	5887	13	10	0.534977872737433	10	107	4	1	3
ENSG00000165025	spleen tyrosine kinase [Source:HGNC Symbol;Acc:11491]	protein_coding	SYK	9	93564069	93660831	1	7169	16	12	0.513874385451449	12	107	2	1	2
ENSG00000165055	methyltransferase like 2B [Source:HGNC Symbol;Acc:18272]	protein_coding	METTL2B	7	128116783	128146656	1	12595	22	17	0.726079237754611	19	107	4	3	2
ENSG00000165091	transmembrane channel-like 1 [Source:HGNC Symbol;Acc:16513]	protein_coding	TMC1	9	75136717	75451267	1	13725	20	17	0.832743212070152	20	107	7	1	7
ENSG00000165105	RAS and EF-hand domain containing [Source:HGNC Symbol;Acc:26464]	protein_coding	RASEF	9	85594500	85678092	-1	7139	20	14	0.261588452564119	12	107	2	1	1
ENSG00000165113	G kinase anchoring protein 1 [Source:HGNC Symbol;Acc:17496]	protein_coding	GKAP1	9	86354336	86444431	-1	3386	6	6	0.558476757649135	6	107	3	0	3
ENSG00000165138	ankyrin repeat and sterile alpha motif domain containing 6 [Source:HGNC Symbol;Acc:26724]	protein_coding	ANKS6	9	101493611	101559247	-1	4134	5	4	0.942359498715142	7	107	2	1	1
ENSG00000165140	fructose-1,6-bisphosphatase 1 [Source:HGNC Symbol;Acc:3606]	protein_coding	FBP1	9	97365415	97402531	-1	5026	8	7	0.776590918899569	8	107	3	1	2
ENSG00000165152	transmembrane protein 246 [Source:HGNC Symbol;Acc:28180]	protein_coding	TMEM246	9	104235453	104295819	-1	8453	35	22	0.00741018706991436	13	107	2	1	1
ENSG00000165171	Williams Beuren syndrome chromosome region 27 [Source:HGNC Symbol;Acc:19068]	protein_coding	WBSCR27	7	73248920	73256865	-1	21646	58	31	0.238662631472529	28	107	2	2	2
ENSG00000165188	ring finger protein 183 [Source:HGNC Symbol;Acc:28721]	protein_coding	RNF183	9	116059373	116065656	-1	22379	35	23	0.9397622963542	28	107	3	3	3
ENSG00000165194	protocadherin 19 [Source:HGNC Symbol;Acc:14270]	protein_coding	PCDH19	X	99546642	99665271	-1	4555	13	11	0.147468977429328	8	107	2	1	1
