REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	X20160213_ClearCell_241_IP.nodup.bam	X20160213_ClearCell_241_INPUT.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
21_Peak_62143_lociStitched	chr20	52443429	52490117	21	21513	23624.128	4902.24	578		SUMO1P1	SUMO1P1	578	1	ENSG00000171940	ZNF217	50.7263595660835	3
8_Peak_108412_lociStitched	chr1	150120907	150159694	8	16374	23043.3567	4348.0227	579	PLEKHO1	ANP32E	PLEKHO1	579	1	ENSG00000023902	PLEKHO1	13.9671976687172	1
12_Peak_88440_lociStitched	chr10	125822313	125866928	12	16935	23922.563	5242.2625	580	CHST15		CHST15	580	1	ENSG00000182022	CHST15	27.0639331773874	1
23_Peak_19313_lociStitched	chr22	45620876	45683863	23	22502	24690.904	6078.2455	581	C22orf9,UPK3A	FAM118A,MIR1249,C22orf9	C22orf9	581	1	ENSG00000100364	KIAA0930	28.5427200763036	2
5_Peak_109664_lociStitched	chr7	26233983	26242967	5	7173	19750.4256	1142.7648	582	HNRNPA2B1,CBX3	NFE2L3,HNRNPA2B1	HNRNPA2B1	582	1	ENSG00000122566	HNRNPA2B1	442.091863545895	1
26_Peak_28670_lociStitched	chr8	118986754	119073644	26	21427	28013.336	9410.187	583	EXT1		EXT1	583	1	ENSG00000182197	EXT1	52.9745590723957	1
9_Peak_68854_lociStitched	chr17	39804418	39853489	9	10277	23789.6208	5186.8047	584	EIF1	HAP1,KRT42P,GAST,KRT16,KRT17	EIF1	584	1	ENSG00000173812	EIF1	209.608497077199	1
3_Peak_583_lociStitched	chr20	48803047	48812651	3	7748	19927.3396	1355.1244	585	CEBPB	TMEM189-UBE2V1	CEBPB	585	1	ENSG00000172216	CEBPB	24.1767622901139	1
16_Peak_73905_lociStitched	chr16	85016207	85060205	16	12906	22993.3548	4434.9984	586	ZDHHC7	KIAA0513	ZDHHC7	586	1	ENSG00000153786	ZDHHC7	35.395397452777	1
13_Peak_33804_lociStitched	chr10	45458201	45493921	13	23569	22864.372	4307.832	587	RASSF4,C10orf10,C10orf25	ZNF22,LOC220980	C10orf10	587	1	ENSG00000165507	DEPP1	32.7225926231663	1
18_Peak_94154_lociStitched	chr11	96026676	96076459	18	20407	24543.019	6063.5694	588	MIR1260B,MAML2	JRKL,CCDC82	MIR1260B	588	1	ENSG00000266192	MIR1260B	0.479313907334105	1
9_Peak_22384_lociStitched	chr4	55062901	55101231	9	17632	22825.515	4354.288	589	PDGFRA		PDGFRA	589	1	ENSG00000134853	PDGFRA	23.8008328511996	1
18_Peak_137187_lociStitched	chr3	112038161	112114329	18	23080	27329.0784	8865.9552	590	CD200	SLC9A10,CD200	CD200	590	1	ENSG00000091972	CD200	5.20024501364928	1
16_Peak_191_lociStitched	chr21	34570112	34617146	16	17525	23709.8394	5253.6978	591	IFNAR2	C21orf54,IL10RB	IFNAR2	591	1	ENSG00000159110	IFNAR2	25.4434884118473	1
10_Peak_32354_lociStitched	chr19	3365277	3408454	10	15196	22836.3153	4391.1009	592	NFIC		NFIC	592	1	ENSG00000141905	NFIC	122.025751510664	1
20_Peak_19481_lociStitched	chr10	29906782	30014955	20	22292	29823.2961	11390.6169	593	SVIL	MIR938	SVIL	593	1	ENSG00000197321	SVIL	89.694385831698	1
1_Peak_60_lociStitched	chr4	15002520	15007850	1	5331	19172.01	749.398	594	CPEB2	CPEB2	CPEB2	594	1	ENSG00000137449	CPEB2	9.83463772478022	1
3_Peak_56730_lociStitched	chr1	152006558	152023659	3	9204	20593.0242	2175.2472	595	S100A11	TCHHL1,S100A10	S100A11	595	1	ENSG00000163191	S100A11	201.514888662676	1
12_Peak_60350_lociStitched	chr20	47355296	47415183	12	21334	25625.6473	7234.3496	596	PREX1		PREX1	596	1	ENSG00000124126	PREX1	16.9974693868973	1
2_Peak_30720_lociStitched	chr21	38730396	38743774	2	1940	19713.8208	1333.7866	597	DYRK1A	DYRK1A	DYRK1A	597	1	ENSG00000157540	DYRK1A	54.6100432400483	1
4_Peak_106740_lociStitched	chr1	245018171	245033377	4	6858	20196.6092	1821.6788	598	HNRNPU	FAM36A,NCRNA00201,HNRNPU	HNRNPU	598	1	ENSG00000153187	HNRNPU	395.143439661696	1
Peak_2361	chr14	105946125	105958063	1	11939	19836.1808	1494.6376	599	C14orf80,CRIP1,CRIP2	TMEM121	CRIP1	599	1	ENSG00000213145	CRIP1	40.4193785083953	1
5_Peak_45001_lociStitched	chr6	160110171	160139448	5	7678	21310.7283	2997.9648	600	SOD2	ACAT2,LOC100129518,WTAP	SOD2	600	1	ENSG00000112096	SOD2	174.957889399163	1
4_Peak_85_lociStitched	chr6	89781990	89796100	4	8185	19868.291	1567.621	601	PNRC1	SRSF12	PNRC1	601	1	ENSG00000146278	PNRC1	71.7800131670504	1
26_Peak_20612_lociStitched	chr7	131261042	131342704	26	25706	26254.333	7953.8788	602		PODXL	PODXL	602	1	ENSG00000128567	PODXL	33.5259482028065	1
13_Peak_26929_lociStitched	chr2	99342679	99390016	13	21188	23540.6901	5244.9396	603	MGAT4A		MGAT4A	603	1	ENSG00000071073	MGAT4A	21.539047410406	1
8_Peak_52317_lociStitched	chr18	12861990	12885331	8	11611	20925.2065	2637.533	604	PTPN2		PTPN2	604	1	ENSG00000175354	PTPN2	43.749907002203	1
8_Peak_85279_lociStitched	chr16	84620244	84649347	8	17715	21446.0007	3166.4064	605	COTL1	KLHL36	COTL1	605	1	ENSG00000103187	COTL1	27.6988214400455	1
15_Peak_11458_lociStitched	chr12	110980535	111044334	15	17415	24983.6884	6730.7945	606	PPTC7	RAD9B,VPS29,TCTN1	PPTC7	606	1	ENSG00000196850	PPTC7	19.8612945782584	1
23_Peak_66433_lociStitched	chr2	55323634	55395747	23	21304	27193.8123	8942.012	607		RTN4	RTN4	607	1	ENSG00000115310	RTN4	123.153653345461	1
4_Peak_690_lociStitched	chr6	74225011	74234336	4	7540	19211.365	960.475	608	EEF1A1		EEF1A1	608	1	ENSG00000156508	EEF1A1	3571.39867163378	1
17_Peak_109661_lociStitched	chr7	22841484	22907436	17	18497	25147.4976	6905.1744	609	SNORD93,TOMM7		TOMM7	609	1	ENSG00000196683	TOMM7	41.713675919889	1
28_Peak_132543_lociStitched	chr6	11316328	11439331	28	24100	31341.1644	13099.8195	610	NEDD9		NEDD9	610	1	ENSG00000111859	NEDD9	28.5702450359121	1
10_Peak_27388_lociStitched	chr2	9677489	9706369	10	14306	21584.912	3355.856	611	ADAM17		ADAM17	611	1	ENSG00000151694	ADAM17	61.2175076096287	1
13_Peak_49980_lociStitched	chr16	24987934	25027475	13	19443	22324.8486	4100.4017	612	ARHGAP17	ARHGAP17	ARHGAP17	612	1	ENSG00000140750	ARHGAP17	30.7251886800374	1
19_Peak_12716_lociStitched	chr2	38372377	38418623	19	25592	23335.7316	5142.5552	613	C2orf58		C2orf58	613	1	ENSG00000232973	CYP1B1-AS1	3.42344984090451	2
2_Peak_12856_lociStitched	chr1	245126615	245136247	2	7483	19215.84	1038.3296	614	EFCAB2		EFCAB2	614	1	ENSG00000203666	EFCAB2	11.6271893773998	1
1_Peak_2009_lociStitched	chr7	130789006	130796893	1	7888	19200.9015	1029.2535	615	FLJ43663,MKLN1		FLJ43663	615	1	ENSG00000128585	MKLN1	69.8041039294192	2
18_Peak_74047_lociStitched	chr2	68941565	68999148	18	23769	24766.4483	6599.0118	616	ARHGAP25	ARHGAP25	ARHGAP25	616	1	ENSG00000163219	ARHGAP25	6.55078821423361	1
18_Peak_7180_lociStitched	chr2	28806453	28888021	18	19091	27080.576	8948.0096	617	PLB1		PPP1CB	617	1	ENSG00000213639	PPP1CB	240.855257443272	1
19_Peak_28369_lociStitched	chr9	37993902	38080202	19	19087	27866.27	9743.27	618	SHB		SHB	618	1	ENSG00000107338	SHB	10.6334125075366	1
11_Peak_29100_lociStitched	chr1	201449046	201482678	11	15619	22392.1856	4281.3536	619	CSRP1	RPS10P7,CSRP1,PHLDA3	CSRP1	619	1	ENSG00000159176	CSRP1	65.6861876089153	1
21_Peak_55419_lociStitched	chr5	178683688	178754722	21	21729	24641.6946	6577.7484	620	ADAMTS2		ADAMTS2	620	1	ENSG00000087116	ADAMTS2	5.1762010339259	1
13_Peak_11366_lociStitched	chr14	69125667	69183895	13	20578	24711.9632	6655.4604	621			ZFP36L1	621	1	ENSG00000185650	ZFP36L1	374.570349120322	1
2_Peak_46176_lociStitched	chr15	69105241	69114624	2	5925	19257.6692	1208.5304	622	ANP32A	MIR4312,C15orf28,MIR548H4	ANP32A	622	1	ENSG00000140350	ANP32A	68.5509058666882	1
3_Peak_73247_lociStitched	chr6	11999032	12026883	3	7493	20921.6712	2877.0083	623	HIVEP1		HIVEP1	623	1	ENSG00000095951	HIVEP1	26.8743772738781	1
6_Peak_11820_lociStitched	chrX	40000145	40036958	6	14726	21925.8228	3909.5406	624	BCOR	BCOR	BCOR	624	1	ENSG00000183337	BCOR	25.3349873951656	1
6_Peak_29223_lociStitched	chr13	41227218	41241950	6	7497	19720.2552	1775.206	625	FOXO1		FOXO1	625	1	ENSG00000150907	FOXO1	44.2747611643948	1
20_Peak_44275_lociStitched	chr11	122561217	122627281	20	22804	25672.4704	7729.488	626	UBASH3B		UBASH3B	626	1	ENSG00000154127	UBASH3B	4.37261822739821	1
7_Peak_1476_lociStitched	chr11	93860848	93886785	7	11085	21338.3699	3410.7155	627	PANX1		PANX1	627	1	ENSG00000110218	PANX1	5.21821118568066	1
13_Peak_35814_lociStitched	chr2	202073106	202126711	13	14653	23645.1655	5719.6535	628	CASP10,CASP8	CASP8	CASP8	628	1	ENSG00000064012	CASP8	42.7620007400254	1
23_Peak_107656_lociStitched	chr15	63480967	63543478	23	23144	25198.1841	7276.2804	629	RAB8B	APH1B,RPS27L	RAB8B	629	1	ENSG00000166128	RAB8B	7.34907177882946	1
16_Peak_71886_lociStitched	chr1	39542063	39599355	16	18082	24114.2028	6198.9944	630	MACF1		MACF1	630	1	ENSG00000127603	MACF1	310.770586597675	1
14_Peak_67809_lociStitched	chr2	30440256	30496544	14	16159	24868.0384	6957.1968	631	LBH		LBH	631	1	ENSG00000213626	LBH	32.1602394061088	1
11_Peak_16645_lociStitched	chr9	93912476	93974960	11	18556	24531.2184	6635.8008	632			LOC100129316	632	1	ENSG00000273381		1.08501016681652	1
16_Peak_61904_lociStitched	chr11	8815657	8863917	16	21706	23420.578	5525.77	633	ST5		ST5	633	1	ENSG00000166444	ST5	73.1263906526344	1
18_Peak_29565_lociStitched	chr11	110164267	110248343	18	20522	27106.1024	9223.1372	634	RDX		RDX	634	1	ENSG00000137710	RDX	90.261702227537	1
12_Peak_19761_lociStitched	chr7	134549246	134592596	12	19009	23044.86	5197.665	635	CALD1		CALD1	635	1	ENSG00000122786	CALD1	200.246039277441	1
16_Peak_84334_lociStitched	chr8	128812829	128883975	16	16718	25740.6228	7911.4352	636	PVT1	MIR1204	MIR1204	636	1	ENSG00000249859	PVT1	21.6853292261672	2
8_Peak_71043_lociStitched	chr15	45923262	45953515	8	14157	21125.6699	3297.577	637	SQRDL	PLDN	SQRDL	637	1	ENSG00000137767	SQOR	10.0371463856186	2
15_Peak_19017_lociStitched	chr11	85849206	85915932	15	23994	25916.3784	8100.5364	638		EED	EED	638	1	ENSG00000074266	EED	12.4726013453617	1
18_Peak_52965_lociStitched	chr5	173282010	173352481	18	19393	25235.6651	7441.7376	639	CPEB4		CPEB4	639	1	ENSG00000113742	CPEB4	21.863091136991	1
11_Peak_18154_lociStitched	chr1	161351115	161394376	11	10094	22283.7411	4490.4918	640		C1orf192	C1orf192	640	1	ENSG00000143252	SDHC	57.028828686114	3
13_Peak_38357_lociStitched	chr9	124112508	124136090	13	18721	20450.3104	2657.6914	641	STOM		STOM	641	1	ENSG00000148175	STOM	27.7299437113265	1
27_Peak_47261_lociStitched	chr1	12091399	12157443	27	23782	24086.2468	6300.5976	642	MIIP,TNFRSF8	TNFRSF8	TNFRSF8	642	1	ENSG00000116691	MIIP	12.1331413458465	2
Peak_2178	chr1	161165749	161174192	1	8444	18749.3701	981.9209	643	NDUFS2,ADAMTS4	B4GALT3,PPOX,USP21,TOMM40L,NR1I3,APOA2,UFC1,FCER1G	NDUFS2	643	1	ENSG00000158864	NDUFS2	35.6178351429752	1
3_Peak_15_lociStitched	chr11	33277361	33288891	3	6913	19112.128	1346.704	644	HIPK3	HIPK3	HIPK3	644	1	ENSG00000110422	HIPK3	63.7401066139303	1
7_Peak_53663_lociStitched	chr17	36841674	36874992	7	10166	21293.5338	3531.708	645	MLLT6	CISD3,PCGF2,PSMB3,C17orf96	MLLT6	645	1	ENSG00000275023	MLLT6	158.533419635893	1
15_Peak_53297_lociStitched	chr16	68273839	68330512	15	14476	23638.3083	5899.6593	646	SLC7A6,PLA2G15	PRMT7,ESRP2,SLC7A6OS	SLC7A6	646	1	ENSG00000103064	SLC7A6	18.9811382143877	1
12_Peak_57703_lociStitched	chr11	57529227	57568183	12	21942	22068.574	4335.8028	647	CTNND1	C11orf31,MED19,CTNND1,TMX2,BTBD18	CTNND1	647	1	ENSG00000198561	CTNND1	205.828343177359	1
12_Peak_97828_lociStitched	chr1	27097428	27137055	12	11971	21763.1484	4037.9913	648	ARID1A,PIGV	ZDHHC18	PIGV	648	1	ENSG00000060642	PIGV	4.36601304600706	1
19_Peak_42244_lociStitched	chr1	225837676	225900168	19	19566	24384.3784	6661.6472	649	ENAH		ENAH	649	1	ENSG00000154380	ENAH	114.362994445361	1
17_Peak_48368_lociStitched	chr21	44913259	44960147	17	23800	23228.3152	5509.34	650	HSF2BP	C21orf125,C21orf84	C21orf84	650	1	ENSG00000160207	HSF2BP	0.574238830638421	2
12_Peak_6981_lociStitched	chr1	66782122	66819607	12	15392	21760.0425	4048.38	651	PDE4B		PDE4B	651	1	ENSG00000184588	PDE4B	3.69756442800596	1
32_Peak_92694_lociStitched	chr10	22886744	22973305	32	25049	27180.154	9469.7734	652	PIP4K2A		PIP4K2A	652	1	ENSG00000150867	PIP4K2A	20.0707604262729	1
18_Peak_107534_lociStitched	chr12	11946507	11994667	18	21351	24041.472	6342.672	653	ETV6		ETV6	653	1	ENSG00000139083	ETV6	57.9744756959674	1
8_Peak_4219_lociStitched	chr17	81036319	81068157	8	12121	21235.946	3540.3856	654	METRNL	B3GNTL1	METRNL	654	1	ENSG00000176845	METRNL	10.7958511598243	1
Peak_176	chr19	18388735	18394056	1	5322	18327.6524	637.4558	655	MIR3188,JUND	LSM4,PDE4C,LOC729966,KIAA1683	JUND	655	1	ENSG00000130522	JUND	94.8642548214671	1
17_Peak_61830_lociStitched	chr1	9457572	9510816	17	24520	23155.8156	5468.1588	656			SLC25A33	656	1	ENSG00000171612	SLC25A33	7.25702964271391	1
6_Peak_29331_lociStitched	chr1	17215266	17241395	6	8439	21964.0374	4285.156	657		CROCC	CROCC	657	1	ENSG00000058453	CROCC	20.3904343956248	1
5_Peak_68004_lociStitched	chr22	39090356	39105390	5	2927	19530.6694	1859.7058	658	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	JOSD1	658	1	ENSG00000100221	JOSD1	25.9390813847605	1
10_Peak_83334_lociStitched	chr8	130970296	131029601	10	17731	24143.0655	6476.106	659		FAM49B	FAM49B	659	1	ENSG00000153310	FAM49B	28.9845605756838	1
6_Peak_5818_lociStitched	chr19	2155652	2186792	6	8399	20676.96	3029.922	660	DOT1L	AP3D1,MIR1227,PLEKHJ1	DOT1L	660	1	ENSG00000104885	DOT1L	33.7743116619209	1
13_Peak_44026_lociStitched	chr8	38298088	38333476	13	14043	21611.4516	3970.5336	661	FGFR1		FGFR1	661	1	ENSG00000077782	FGFR1	56.1344015053164	1
Peak_3547	chr7	27139807	27154366	1	14560	19162.5558	1535.9745	662	HOXA2,HOXA3	HOXA6,HOXA5,HOXA7,HOXA1,HOXA4	HOXA2	662	1	ENSG00000105996	HOXA2	1.09511466819331	1
14_Peak_28892_lociStitched	chr3	99561825	99601459	14	20472	22183.1498	4565.8368	663	FILIP1L,C3orf26,MIR548G		FILIP1L	663	1	ENSG00000168386	FILIP1L	35.7597058960047	1
11_Peak_4099_lociStitched	chr2	235859584	235915035	11	16390	23289.42	5672.6373	664	SH3BP4		SH3BP4	664	1	ENSG00000130147	SH3BP4	27.1795046787537	1
20_Peak_26322_lociStitched	chr2	47946975	47994614	20	24170	22385.5661	4787.7195	665		MSH6	MSH6	665	1	ENSG00000116062	MSH6	69.6070935091121	1
17_Peak_35554_lociStitched	chr1	236025854	236084366	17	15619	24779.832	7191.1248	666	LYST	MIR1537	LYST	666	1	ENSG00000143669	LYST	22.6586324448545	1
7_Peak_129047_lociStitched	chr1	31203060	31235174	7	16754	20854.8316	3285.2622	667	LAPTM5	MATN1,LOC100129196	LAPTM5	667	1	ENSG00000162511	LAPTM5	30.4611651961863	1
19_Peak_16798_lociStitched	chr1	110405700	110478702	19	18616	25287.8928	7723.6116	668	CSF1	AHCYL1	CSF1	668	1	ENSG00000184371	CSF1	10.1340945491068	1
9_Peak_51680_lociStitched	chr7	5589159	5616120	9	13296	20668.3026	3108.6033	669		ACTB,FSCN1,FBXL18	FSCN1	669	1	ENSG00000075618	FSCN1	21.7002033363303	1
13_Peak_97857_lociStitched	chr1	39638587	39699208	13	20348	23611.8795	6068.1621	670	MACF1		MACF1	670	1	ENSG00000127603	MACF1	310.770586597675	1
2_Peak_3609_lociStitched	chr2	8816096	8826259	2	9953	18633.8605	1109.7996	671	ID2		ID2	671	1	ENSG00000115738	ID2	33.1763411854928	1
6_Peak_19563_lociStitched	chr3	134179235	134206431	6	10533	21000.7512	3481.088	672	ANAPC13,CEP63		CEP63	672	1	ENSG00000182923	CEP63	31.9016524944643	1
25_Peak_44649_lociStitched	chr19	10838175	10895489	25	21103	23997.3718	6505.139	673	DNM2	DNM2,MIR199A1,QTRT1,MIR638	MIR638	673	1	ENSG00000079805	DNM2	107.953034406902	2
7_Peak_93044_lociStitched	chr1	243399962	243433175	7	12438	21083.6124	3616.8957	674	SDCCAG8,CEP170	CEP170	CEP170	674	1	ENSG00000143702	CEP170	19.1769585680009	1
15_Peak_7965_lociStitched	chr11	8709489	8756328	15	22541	23091.627	5630.0478	675	ST5,RPL27A	SNORA3,SNORA45,TRIM66	SNORA45	675	1	ENSG00000254665		30.5851824022425	1
21_Peak_76780_lociStitched	chr12	2373099	2469802	21	21005	28537.0553	11111.1747	676	CACNA1C		CACNA1C	676	1	ENSG00000151067	CACNA1C	6.13108744234716	1
4_Peak_3544_lociStitched	chr2	232525963	232547165	4	12494	19819.6296	2410.6674	677		PTMA,MIR1244-2	PTMA	677	1	ENSG00000187514	PTMA	922.382099240683	1
Peak_7434	chr19	36388987	36401501	1	12515	18613.3236	1242.6402	678	TYROBP,HCST,NFKBID	KIRREL2,APLP1,TYROBP,LRFN3,NPHS1	HCST	678	1	ENSG00000011600	TYROBP	11.2298552265509	1
11_Peak_46399_lociStitched	chr3	159479619	159523362	11	15163	22238.9412	4881.7188	679	IQCJ-SCHIP1,SCHIP1	SCHIP1	SCHIP1	679	1	ENSG00000151967	SCHIP1	6.16220971362811	1
12_Peak_59247_lociStitched	chr1	23683806	23731152	12	13355	22361.5158	5009.2068	680	C1orf213,ZNF436,TCEA3	HNRNPR	ZNF436	680	1	ENSG00000125945	ZNF436	12.6551272187085	1
1_Peak_54_lociStitched	chr11	58340343	58348032	1	7690	18237.5391	889.6173	681	ZFP91,LPXN,ZFP91-CNTF	CNTF	LPXN	681	1	ENSG00000110031	LPXN	5.74735385006345	1
13_Peak_60462_lociStitched	chr3	124529947	124580209	13	21293	23477.3802	6131.964	682	ITGB5		ITGB5	682	1	ENSG00000082781	ITGB5	39.3126585031648	1
10_Peak_45522_lociStitched	chr20	44545989	44575827	10	10963	21343.1214	4001.2758	683	PCIF1	ZNF335,PLTP,CTSA,ZSWIM1,NEURL2,C20orf165	PCIF1	683	1	ENSG00000100982	PCIF1	19.7590923763119	1
16_Peak_8814_lociStitched	chr11	114002941	114053989	16	22730	23589.2808	6273.7992	684	ZBTB16		ZBTB16	684	1	ENSG00000109906	ZBTB16	3.6949109307508	1
11_Peak_114849_lociStitched	chrX	129193960	129260505	11	16443	24322.1975	7033.8065	685	ELF4	AIFM1,RAB33A	ELF4	685	1	ENSG00000102034	ELF4	14.237018121047	1
17_Peak_93725_lociStitched	chr12	7984908	8044479	17	25432	23405.4459	6147.7272	686	SLC2A14	SLC2A3,NANOG	SLC2A14	686	1	ENSG00000173262	SLC2A14	0.880778890388348	1
20_Peak_16377_lociStitched	chr4	7807074	7863971	20	22453	22963.6292	5723.8382	687	AFAP1		AFAP1-AS1	687	1	ENSG00000272620	AFAP1-AS1	5.98653675903242	1
6_Peak_71136_lociStitched	chr2	64863326	64885517	6	6016	19654.5687	2445.4482	688	SERTAD2	LOC339807	SERTAD2	688	1	ENSG00000179833	SERTAD2	21.447820324345	1
15_Peak_52347_lociStitched	chr11	126180568	126230093	15	15318	23355.99	6175.7675	689	DCPS,ST3GAL4,FLJ39051	FOXRED1,TIRAP,SRPR	FLJ39051	689	1	ENSG00000110080	ST3GAL4	12.4711521095288	2
1_Peak_895_lociStitched	chr17	4847376	4854726	1	7351	18028.815	858.48	690	ENO3,RNF167,PFN1	CAMTA2,C17orf107,SLC25A11,CHRNE,GP1BA,INCA1,KIF1C,SPAG7,ENO3	PFN1	690	1	ENSG00000108518	PFN1	181.73159289187	1
27_Peak_68906_lociStitched	chr17	800128	873290	27	27169	24238.5706	7089.3978	691	NXN	TIMM22	NXN	691	1	ENSG00000167693	NXN	27.396506712117	1
6_Peak_11704_lociStitched	chr18	2635316	2658865	6	9350	19917.7442	2783.4918	692	LOC645158,SMCHD1		LOC645158	692	1	ENSG00000266405		0.51221704890117	1
4_Peak_4773_lociStitched	chr20	62312950	62332583	4	12907	19609.4404	2485.5378	693	RTEL1,TNFRSF6B,ARFRP1	ZGPAT,LIME1,SLC2A4RG,ARFRP1,STMN3	TNFRSF6B	693	1	ENSG00000243509	TNFRSF6B	2.69892250400058	1
5_Peak_508_lociStitched	chr5	43063667	43085962	5	6861	19568.3215	2447.991	694	LOC100132356	ZNF131,LOC153684,LOC648987,C5orf39	LOC100132356	694	1	ENSG00000172262	ZNF131	29.6045711638191	2
10_Peak_58521_lociStitched	chr14	65165850	65195184	10	19656	20557.2672	3437.9448	695	PLEKHG3		PLEKHG3	695	1	ENSG00000126822	PLEKHG3	63.2724556045271	1
14_Peak_25410_lociStitched	chr3	196336430	196381911	14	15959	22030.9964	4930.1404	696	LRRC33	FBXO45,WDR53	LRRC33	696	1	ENSG00000163964	PIGX	20.0010256032512	2
1_Peak_802_lociStitched	chr1	154940423	154949274	1	8852	18065.7761	983.3461	697	SHC1,CKS1B,MIR4258	PYGO2,PBXIP1,FLAD1,ZBTB7B,PMVK,SHC1,LENEP	SHC1	697	1	ENSG00000160691	SHC1	67.1761824398345	1
6_Peak_107097_lociStitched	chr3	135898977	135916776	6	8793	19228.2597	2150.1192	698	MSL2		MSL2	698	1	ENSG00000174579	MSL2	22.366262617169	1
9_Peak_22809_lociStitched	chr12	98883733	98913467	9	12560	20263.721	3214.2454	699	TMPO,LOC100128191	LOC121456	TMPO	699	1	ENSG00000120802	TMPO	45.2168475787769	1
7_Peak_91203_lociStitched	chr16	22199589	22252458	7	10530	23029.7364	5984.7708	700	EEF2K		EEF2K	700	1	ENSG00000103319	EEF2K	44.9916123805203	1
2_Peak_371_lociStitched	chr9	74971153	74981835	2	6043	18470.2462	1426.047	701	ZFAND5		ZFAND5	701	1	ENSG00000107372	ZFAND5	105.173127941489	1
19_Peak_24001_lociStitched	chr18	20246397	20294233	19	24457	22009.3436	4974.944	702			RBBP8	702	1	ENSG00000101773	RBBP8	35.9070402838496	1
12_Peak_56448_lociStitched	chr1	182989661	183048059	12	13821	23061.3702	6085.0716	703	LAMC1		LAMC1	703	1	ENSG00000135862	LAMC1	179.535020701164	1
2_Peak_87991_lociStitched	chr1	59245470	59252738	2	7172	17850.208	888.8764	704	LOC100131060,JUN	LOC100131060	JUN	704	1	ENSG00000177606	JUN	119.789622160377	1
14_Peak_25587_lociStitched	chr1	111732830	111777628	14	20097	21749.429	4788.9062	705	DENND2D,CHI3L2	CEPT1,DRAM2,LOC149620	DENND2D	705	1	ENSG00000162777	DENND2D	20.6029435879889	1
10_Peak_17849_lociStitched	chr10	75646064	75700961	10	12322	23303.7765	6362.5623	706	C10orf55,PLAU	CAMK2G	PLAU	706	1	ENSG00000122861	PLAU	11.4284340034271	1
3_Peak_101119_lociStitched	chr13	111560986	111570324	3	6574	17999.9288	1062.6644	707	ANKRD10	C13orf29	ANKRD10	707	1	ENSG00000088448	ANKRD10	73.1541953639092	1
2_Peak_2025_lociStitched	chr6	26155591	26173830	2	7966	18932.082	2002.6422	708	HIST1H2BD,HIST1H1E	HIST1H2BG,HIST1H4D,HIST1H2AC,HIST1H2BE,HIST1H3D,HIST1H2BC,HIST1H4E,HIST1H2BF,HIST1H2AE,HIST1H1T,HIST1H2AD	HIST1H2BD	708	1	ENSG00000168298	HIST1H1E	16.7948291006886	1
6_Peak_111_lociStitched	chr3	9432979	9465182	6	9801	20194.5013	3265.3842	709	SETD5,LOC440944	THUMPD3	SETD5	709	1	ENSG00000168137	SETD5	206.123028257661	1
8_Peak_110301_lociStitched	chr7	2547729	2571344	8	14466	19782.2855	2855.0535	710	LFNG	C7orf27,IQCE	LFNG	710	1	ENSG00000106003	LFNG	6.37476302027253	1
22_Peak_117953_lociStitched	chr3	112346676	112412733	22	23163	24223.1019	7305.9042	711	CCDC80	CCDC80	CCDC80	711	1	ENSG00000091986	CCDC80	22.9552882371291	1
8_Peak_2477_lociStitched	chr3	49376296	49393298	8	13573	19174.8556	2257.8656	712	USP4	GPX1	USP4	712	1	ENSG00000114316	USP4	60.4544169484987	1
18_Peak_76127_lociStitched	chr18	19880801	19930991	18	19412	22570.443	5666.451	713			CTAGE1	713	1	ENSG00000067900	ROCK1	130.547850840798	3
6_Peak_95290_lociStitched	chr11	32435952	32461437	6	16849	19567.383	2668.2795	714	WT1-AS,WT1		WT1	714	1	ENSG00000184937	WT1	5.96266121917938	1
2_Peak_10240_lociStitched	chr12	58281011	58293283	2	12169	18406.7728	1508.2288	715		XRCC6BP1,CTDSP2	CTDSP2	715	1	ENSG00000175215	CTDSP2	96.8835501093696	1
7_Peak_37677_lociStitched	chr12	31867693	31905425	7	14630	21480.8276	4591.9844	716	AMN1	AMN1,H3F3C	AMN1	716	1	ENSG00000151743	AMN1	7.90945451169279	1
7_Peak_61463_lociStitched	chr15	70384548	70413949	7	9484	19936.8181	3051.8238	717	TLE3	MIR629	TLE3	717	1	ENSG00000140332	TLE3	48.8326835785977	1
8_Peak_64367_lociStitched	chr9	132164528	132185204	8	11125	19239.018	2373.6048	718			C9orf106	718	1	ENSG00000204054	LINC00963	118.640444822809	3
9_Peak_57862_lociStitched	chr2	66652747	66678309	9	17550	19399.0018	2535.7504	719	MEIS1		MEIS1	719	1	ENSG00000143995	MEIS1	60.6970443984811	1
14_Peak_50771_lociStitched	chr11	76463202	76514203	14	19226	22629.1437	5768.2131	720	TSKU	GUCY2E	TSKU	720	1	ENSG00000182704	TSKU	14.723753783305	1
8_Peak_54343_lociStitched	chr5	150141124	150181269	8	16057	21044.009	4187.1235	721	C5orf62	IRGM,DCTN4	C5orf62	721	1	ENSG00000256235	SMIM3	4.10840492000662	1
