REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_589_Tu_IP.nodup.bam	Endometrioid_589_Tu_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
17_Peak_9896_lociStitched	chr17	80793576	80851181	17	24979	38071.1445	6106.13	272	ZNF750,TBCD		ZNF750	272	1	ENSG00000141579	ZNF750	2.58912244930984	1
15_Peak_45550_lociStitched	chr5	150421009	150478087	15	23765	38567.6046	6655.2948	273	TNIP1	ANXA6,GPX3	TNIP1	273	1	ENSG00000145901	TNIP1	75.4549823458885	1
12_Peak_1835_lociStitched	chr6	2839535	2867269	12	14927	35089.0568	3261.5184	274	MGC39372,SERPINB1	SERPINB9	SERPINB1	274	1	ENSG00000021355	SERPINB1	60.6338622594594	1
22_Peak_32526_lociStitched	chr10	73576987	73653118	22	24138	41872.05	10110.1968	275	PSAP	C10orf54,PSAP,CDH23	PSAP	275	1	ENSG00000197746	PSAP	330.232053855551	1
12_Peak_59196_lociStitched	chr1	12633983	12680167	12	19433	37228.9224	5472.804	276	DHRS3	AADACL4	DHRS3	276	1	ENSG00000162496	DHRS3	49.3693560933508	1
9_Peak_3782_lociStitched	chr8	55355309	55391043	9	12231	35666.1054	3955.7538	277	SOX17		SOX17	277	1	ENSG00000164736	SOX17	42.9704456391019	1
15_Peak_21428_lociStitched	chr14	103555880	103607569	15	25999	37676.1121	6207.8489	278	C14orf73,TNFAIP2	LOC100131366,CDC42BPB	TNFAIP2	278	1	ENSG00000185215	TNFAIP2	235.685495577713	1
19_Peak_27425_lociStitched	chr1	211748814	211822586	19	18638	40146.7224	8697.7188	279	SLC30A1	NEK2	SLC30A1	279	1	ENSG00000170385	SLC30A1	17.9575505291082	1
16_Peak_11292_lociStitched	chr1	33401454	33477323	16	20792	40347.1342	9020.8241	280	AK2,RNF19B	HPCA,TMEM54	RNF19B	280	1	ENSG00000116514	RNF19B	9.97656976336942	1
11_Peak_69491_lociStitched	chr9	127019854	127082975	11	22212	38800.4787	7517.7111	281	NEK6	LOC100129034	NEK6	281	1	ENSG00000119408	NEK6	23.8387509082617	1
6_Peak_4701_lociStitched	chr2	66652763	66674345	6	14356	33473.682	2207.8386	282	MEIS1		MEIS1	282	1	ENSG00000143995	MEIS1	60.6970443984811	1
11_Peak_23214_lociStitched	chr12	58224950	58259653	11	14074	36025.1843	4865.3606	283	CTDSP2	AVIL,TSFM,MIR26A2	CTDSP2	283	1	ENSG00000175215	CTDSP2	96.8835501093696	1
12_Peak_30950_lociStitched	chr1	155930758	155977319	12	22278	36298.9556	5144.9905	284	ARHGEF2	ARHGEF2,ROBLD3,SCARNA4,SSR2,RIT1,RXFP4,KIAA0907,SNORA42,UBQLN4	ARHGEF2	284	1	ENSG00000116584	ARHGEF2	40.3263451487774	1
15_Peak_36583_lociStitched	chr1	9350381	9412228	15	27950	38580.1586	7471.1176	285	SPSB1		SPSB1	285	1	ENSG00000171621	SPSB1	10.578849126461	1
14_Peak_40441_lociStitched	chr17	57901941	57933725	14	21046	34495.1752	3451.7424	286	MIR21,TMEM49	RPS6KB1,TUBD1	MIR21	286	1	ENSG00000199004	NA	0.639508359319616	1
10_Peak_23594_lociStitched	chrX	39989775	40036789	10	20082	37545.3804	6553.7516	287	BCOR	BCOR	BCOR	287	1	ENSG00000183337	BCOR	25.3349873951656	1
36_Peak_69197_lociStitched	chr4	57907714	57986146	36	29061	39388.5504	8400.0672	288	LOC255130,IGFBP7		LOC255130	288	1	ENSG00000163453	IGFBP7	110.141718063282	2
30_Peak_20762_lociStitched	chr16	29126012	29215124	30	31252	36954.7464	6023.9712	289	RRN3P2		RRN3P2	289	1	ENSG00000103472	RRN3P2	1.21683915564504	1
Peak_380	chr22	46445816	46455998	1	10183	32178.1746	1252.386	290	C22orf26,LOC150381	LOC400931,MIR3619,LOC100271722,LOC730668	C22orf26	290	1	ENSG00000241990	PRR34-AS1	3.00927516229437	1
Peak_128	chr19	1122767	1134125	1	11359	32444.127	1607.157	291	SBNO2	GPX4,POLR2E	SBNO2	291	1	ENSG00000064932	SBNO2	57.0415508509097	1
6_Peak_4133_lociStitched	chr16	75268120	75300581	6	16845	34616.4104	3794.6909	292	BCAR1	CTRB2,CTRB1	BCAR1	292	1	ENSG00000050820	BCAR1	28.0539533631079	1
28_Peak_75351_lociStitched	chr5	79467882	79566172	28	24780	41655.302	10939.677	293	SERINC5	SPZ1,LOC644936	SERINC5	293	1	ENSG00000164300	SERINC5	104.633076046554	1
5_Peak_61319_lociStitched	chr12	53292958	53322351	5	14751	34674.9221	3988.6301	294	KRT8	KRT18	KRT8	294	1	ENSG00000170421	KRT8	560.232747258979	1
14_Peak_19243_lociStitched	chr6	34494281	34539494	14	25390	35587.1523	4937.2596	295	PACSIN1,SPDEF		SPDEF	295	1	ENSG00000124664	SPDEF	3.51681665474736	1
5_Peak_15148_lociStitched	chr11	10306407	10331202	5	8526	33631.938	3205.9935	296	ADM,SBF2		SBF2	296	1	ENSG00000133812	SBF2	38.3258257299154	1
15_Peak_40378_lociStitched	chr9	130589324	130640734	15	25766	36244.05	5840.176	297	ENG,AK1	CDK9,FPGS,MIR2861,ENG,SH2D3C,ST6GALNAC4,PIP5KL1,ST6GALNAC6	ENG	297	1	ENSG00000106991	ENG	35.2431774744694	1
9_Peak_8763_lociStitched	chr1	27152583	27193048	9	18451	34925.3415	4596.824	298	SFN,ZDHHC18	GPATCH3,PIGV,NR0B2,GPN2	SFN	298	1	ENSG00000175793	SFN	18.6627619957487	1
7_Peak_26597_lociStitched	chr9	131875647	131909913	7	14857	34598.3802	4355.2086	299	PPP2R4	DOLPP1,IER5L,CRAT	PPP2R4	299	1	ENSG00000119383	PTPA	80.2803291375559	2
3_Peak_8323_lociStitched	chr10	77154903	77169802	3	12414	32189.2895	2102.2489	300	NCRNA00245,ZNF503		ZNF503	300	1	ENSG00000165655	ZNF503	41.4255538298821	1
28_Peak_33988_lociStitched	chr16	29259605	29340251	28	32071	35524.563	5508.1218	301	RUNDC2C		RUNDC2C	301	1	ENSG00000198106		3.28436527177849	2
21_Peak_8363_lociStitched	chr14	75033034	75088097	21	30210	36870.1848	6888.3813	302	LTBP2		LTBP2	302	1	ENSG00000119681	LTBP2	36.5216965310468	1
Peak_4672	chr17	46643762	46661184	1	17423	31870.0646	2008.7566	303	HOXB3,HOXB4,MIR10A	HOXB1,LOC404266,MIR196A1,HOXB2,HOXB5,HOXB9,HOXB6,HOXB8,HOXB7	HOXB3	303	1	ENSG00000120093	HOXB3	39.1205771098268	1
15_Peak_69275_lociStitched	chr5	95143727	95206959	15	23925	37199.3856	7360.2048	304	GLRX,C5orf27	GLRX	C5orf27	304	1	ENSG00000236882	LINC01554	0.333656535297191	1
6_Peak_42375_lociStitched	chr2	145261737	145282562	6	13952	31789.3625	2022.1075	305	ZEB2		ZEB2	305	1	ENSG00000169554	ZEB2	18.3377061007632	1
7_Peak_36872_lociStitched	chr19	35581210	35619744	7	20706	33848.2656	4084.604	306	LOC100128675,FXYD3,LGI4	HPN,FXYD1,FXYD5,FXYD7	LOC100128675	306	1	ENSG00000089356	FXYD3	31.0211450240771	1
13_Peak_40655_lociStitched	chr15	89164001	89203385	13	18947	34397.9856	4639.4352	307	ISG20,AEN	MIR1179,MIR7-2	ISG20	307	1	ENSG00000181026	AEN	12.2932971559753	1
9_Peak_6257_lociStitched	chr11	1220480	1259809	9	24100	33897.6651	4290.7939	308	MUC5B		MUC5B	308	1	ENSG00000117983	MUC5B	120.76242608326	1
6_Peak_1145_lociStitched	chr17	71283085	71309147	6	15841	32199.601	2642.6868	309	CDC42EP4	CPSF4L	CDC42EP4	309	1	ENSG00000179604	CDC42EP4	44.1146933366132	1
13_Peak_32733_lociStitched	chr15	99943186	99996624	13	20509	35830.179	6332.403	310			MEF2A	310	1	ENSG00000068305	MEF2A	40.16882036304	1
10_Peak_48565_lociStitched	chr7	2646329	2685058	10	18741	34081.52	4713.3193	311	TTYH3,IQCE	AMZ1,IQCE	TTYH3	311	1	ENSG00000136295	TTYH3	45.1711409999719	1
7_Peak_104385_lociStitched	chr19	39327408	39361067	7	14339	33450.3142	4103.0321	312	HNRNPL,RINL	ECH1,SIRT2,NFKBIB,LGALS7B,LGALS4	HNRNPL	312	1	ENSG00000104824	HNRNPL	219.451405176826	1
5_Peak_24744_lociStitched	chr15	72514558	72530642	5	10486	31289.8136	2008.8916	313	PKM2	GRAMD2,PKM2,PARP6	PKM2	313	1	ENSG00000067225	PKM	435.75010163649	2
10_Peak_13256_lociStitched	chr22	37612829	37641868	10	21845	32477.2176	3211.7134	314	RAC2	CYTH4,SSTR3,C1QTNF6	RAC2	314	1	ENSG00000128340	RAC2	8.49070350134701	1
1_Peak_320_lociStitched	chr22	41839788	41846487	1	6700	30132.7719	963.9861	315	TOB2	ACO2,PHF5A	TOB2	315	1	ENSG00000183864	TOB2	66.0566898580497	1
13_Peak_24049_lociStitched	chr16	57624728	57683461	13	21639	35962.2159	6842.3945	316	GPR56	GPR114,GPR56,CCDC135,GPR97	GPR56	316	1	ENSG00000261633		0.484606347215337	1
10_Peak_79702_lociStitched	chr12	53759230	53785360	10	14658	32800.989	3702.621	317	SP1	SP7,AAAS,AMHR2	SP1	317	1	ENSG00000185591	SP1	97.5918892669996	1
2_Peak_1012_lociStitched	chr2	157187742	157199866	2	6750	30439.7268	1359.1004	318	NR4A2		NR4A2	318	1	ENSG00000153234	NR4A2	10.4570831503992	1
1_Peak_136_lociStitched	chr4	15002844	15007026	1	4183	29572.1766	494.3124	319	CPEB2	CPEB2	CPEB2	319	1	ENSG00000137449	CPEB2	9.83463772478022	1
21_Peak_11836_lociStitched	chr22	43058188	43166379	21	25110	41155.8564	12117.392	320	A4GALT	CYB5R3,POLDIP3,RNU12,ATP5L2	A4GALT	320	1	ENSG00000128274	A4GALT	11.0847327922524	1
2_Peak_62550_lociStitched	chr13	111352026	111368932	2	5891	31010.6758	2045.626	321	ING1,CARS2		CARS2	321	1	ENSG00000134905	CARS2	40.4278303939541	1
6_Peak_62352_lociStitched	chr17	79476212	79490731	6	11104	30953.0561	2018.141	322	ACTG1	FSCN2,C17orf70	ACTG1	322	1	ENSG00000184009	ACTG1	1197.638504459	1
19_Peak_89475_lociStitched	chr16	85006405	85097213	19	18883	39710.3384	10815.2328	323	KIAA0513,ZDHHC7	FAM92B	ZDHHC7	323	1	ENSG00000153786	ZDHHC7	35.395397452777	1
7_Peak_15311_lociStitched	chr6	159051894	159089703	7	14383	33253.0155	4366.9395	324	SYTL3,TMEM181,DYNLT1		SYTL3	324	1	ENSG00000146425	DYNLT1	34.3235056943058	1
17_Peak_13080_lociStitched	chr17	45923148	45983339	17	24912	36144.6955	7283.111	325	SP2,SP6	LRRC46,PNPO,MRPL10,OSBPL7,SCRN2	SP6	325	1	ENSG00000264920		2.48087216549501	1
40_Peak_69100_lociStitched	chr3	171842949	171940759	40	28390	40033.633	11209.026	326	FNDC3B		FNDC3B	326	1	ENSG00000075420	FNDC3B	116.926373202529	1
13_Peak_15866_lociStitched	chr4	6913707	6958489	13	23025	34016.4072	5203.6684	327	TBC1D14	TBC1D14	TBC1D14	327	1	ENSG00000132405	TBC1D14	28.0752033395186	1
Peak_3074	chr11	65336382	65346076	1	9695	30291.8112	1493.8454	328	FAM89B,EHBP1L1,SSSCA1	SCYL1,LTBP3,PCNXL3,MAP3K11,KCNK7	FAM89B	328	1	ENSG00000173465	SSSCA1	21.4811024882928	1
8_Peak_73709_lociStitched	chr15	44998664	45023256	8	8977	31780.2416	3027.2752	329	B2M	SPG11,PATL2,TRIM69	B2M	329	1	ENSG00000166710	B2M	245.497299651388	1
26_Peak_52450_lociStitched	chr3	134027388	134101439	26	23823	37173.602	8427.0038	330	AMOTL2		AMOTL2	330	1	ENSG00000114019	AMOTL2	49.6888434931615	1
Peak_421	chr19	1166270	1174870	1	8601	29684.62	954.6	331	SBNO2	STK11,SBNO2	SBNO2	331	1	ENSG00000064932	SBNO2	57.0415508509097	1
2_Peak_33048_lociStitched	chr10	102755920	102773310	2	7549	31173.314	2457.207	332	PDZD7,LZTS2	SFXN3,MIR608,KAZALD1,MRPL43,C10orf2,SEMA4G	LZTS2	332	1	ENSG00000107816	LZTS2	49.908741950512	1
5_Peak_2735_lociStitched	chr19	658636	683417	5	13809	31276.1001	2569.7897	333	FSTL3,RNF126	POLRMT,PRSSL1,PALM,FGF22	FSTL3	333	1	ENSG00000070404	FSTL3	9.45219319238643	1
14_Peak_25255_lociStitched	chr22	37655531	37708102	14	22883	34717.8884	6024.6366	334	CYTH4	SSTR3,RAC2	CYTH4	334	1	ENSG00000100055	CYTH4	6.14346664375906	1
6_Peak_71942_lociStitched	chr1	151996140	152024213	6	10086	32070.5952	3452.979	335	S100A11	TCHHL1,S100A10	S100A11	335	1	ENSG00000163191	S100A11	201.514888662676	1
22_Peak_38090_lociStitched	chr8	27182357	27267050	22	27691	38696.2317	10120.8135	336	PTK2B	TRIM35	PTK2B	336	1	ENSG00000120899	PTK2B	16.7302732540777	1
6_Peak_13592_lociStitched	chr19	40909565	40945906	6	9509	32815.923	4291.8721	337	SERTAD1,PRX	SPTBN4,PRX,SERTAD3,BLVRB,HIPK4	SERTAD1	337	1	ENSG00000197019	SERTAD1	9.39799241087089	1
3_Peak_27342_lociStitched	chr19	4958918	4989949	3	15348	32042.6106	3636.8332	338	UHRF1,KDM4B		KDM4B	338	1	ENSG00000127663	KDM4B	41.9373839082283	1
3_Peak_1661_lociStitched	chr19	54959247	54983165	3	11632	31342.1472	2961.0484	339	LENG9,LENG8,CDC42EP5	LAIR2,TTYH1	LENG9	339	1	ENSG00000167615	LENG8	154.566389976424	1
29_Peak_12362_lociStitched	chr21	39631522	39699743	29	28204	36054.7985	7708.973	340	KCNJ15		KCNJ15	340	1	ENSG00000157551	KCNJ15	0.435711797933301	1
3_Peak_34626_lociStitched	chr17	79816004	79830548	3	11470	30119.1696	1963.44	341	P4HB,ARHGDIA	PCYT2,THOC4,NPB,ANAPC11,SIRT7,FAM195B,DYSFIP1	P4HB	341	1	ENSG00000185624	P4HB	204.057052873377	1
4_Peak_72126_lociStitched	chr12	89727702	89749258	4	7879	31430.8036	3375.6696	342	DUSP6	DUSP6	DUSP6	342	1	ENSG00000139318	DUSP6	59.8028176569667	1
9_Peak_12825_lociStitched	chr20	61272999	61319293	9	16935	33697.4026	5652.4974	343	SLCO4A1,LOC100127888	NTSR1	LOC100127888	343	1	ENSG00000101187	SLCO4A1	5.4757762004027	1
Peak_2658	chr19	1852968	1865979	1	13012	29559.6909	1556.1156	344	KLF16	REXO1,ATP8B3,LOC100288123,ADAT3,SCAMP4,MIR1909,FAM108A1	KLF16	344	1	ENSG00000129911	KLF16	14.9302095965989	1
4_Peak_1649_lociStitched	chr1	205408044	205426652	4	15483	30191.48	2219.9344	345	MIR135B	LEMD1,CDK18	MIR135B	345	1	ENSG00000186007	LEMD1	3.48345348707846	2
10_Peak_63616_lociStitched	chr1	11844027	11875717	10	17061	31813.591	3856.673	346	CLCN6,MTHFR	NPPA,AGTRAP,NPPB	MTHFR	346	1	ENSG00000177000	MTHFR	45.0691776731594	1
4_Peak_73456_lociStitched	chr11	69450578	69469954	4	15777	30261.4368	2348.3712	347	CCND1	ORAOV1,FGF19	CCND1	347	1	ENSG00000110092	CCND1	96.3736611270875	1
11_Peak_15504_lociStitched	chr11	76463391	76515597	11	21101	34508.166	6651.0444	348	TSKU	GUCY2E	TSKU	348	1	ENSG00000182704	TSKU	14.723753783305	1
10_Peak_102671_lociStitched	chr19	51615576	51643923	10	19383	31232.7246	3384.6318	349	SIGLEC9	SIGLEC7,SIGLECP3,KLK13,KLK14,CTU1	SIGLEC9	349	1	ENSG00000129450	SIGLEC9	0.842244198972893	1
12_Peak_65006_lociStitched	chrX	12964466	13007026	12	14103	33086.144	5256.16	350	TMSL3,TMSB4X	TLR8,LOC349408	TMSB4X	350	1	ENSG00000205542	TMSB4X	677.934169551908	1
13_Peak_14999_lociStitched	chr15	70766379	70820664	13	19991	34367.8335	6584.7705	351			UACA	351	1	ENSG00000137831	UACA	171.110247502663	1
Peak_1102	chr17	8053603	8062603	1	9001	28948.5	1179.9	352	PER1,VAMP2	HES7,ALOXE3,MIR3676,C17orf59,TMEM107	PER1	352	1	ENSG00000179094	PER1	33.1173498237664	1
1_Peak_825_lociStitched	chr15	69108995	69114445	1	5451	28544.375	797.88	353	ANP32A	MIR4312,C15orf28,MIR548H4	ANP32A	353	1	ENSG00000140350	ANP32A	68.5509058666882	1
8_Peak_52218_lociStitched	chr14	77403793	77444727	8	17520	32341.9534	4596.8882	354			C14orf4	354	1	ENSG00000100603	SNW1	45.139751436725	3
14_Peak_78680_lociStitched	chr22	20861467	20924795	14	18053	34729.0752	7035.7408	355	MED15	KLHL22	MED15	355	1	ENSG00000099917	MED15	55.6515047123409	1
12_Peak_1294_lociStitched	chr19	44167580	44207259	12	14656	32397.9035	4717.8331	356	PLAUR	ZNF428,IRGC,CADM4	PLAUR	356	1	ENSG00000011422	PLAUR	23.1418248747284	1
Peak_25	chr16	27323707	27332898	1	9192	28917.6433	1240.785	357	IL4R	FLJ21408,NSMCE1	IL4R	357	1	ENSG00000077238	IL4R	46.5211395741482	1
7_Peak_20182_lociStitched	chrX	39942413	39969468	7	15370	31245.8195	3611.8425	358	BCOR		BCOR	358	1	ENSG00000183337	BCOR	25.3349873951656	1
9_Peak_92028_lociStitched	chr19	36618152	36660918	9	12694	32254.1172	4623.0046	359	COX7A1,CAPNS1	ZNF565,CAPNS1,ZNF146,POLR2I,TBCB	COX7A1	359	1	ENSG00000126247	CAPNS1	161.735253920451	1
Peak_261	chr1	150531147	150543035	1	11889	29195.7392	1570.4048	360	ADAMTSL4	MIR4257,MCL1	MIR4257	360	1	ENSG00000203804	ADAMTSL4-AS1	6.7453453284651	1
9_Peak_74139_lociStitched	chr11	66799744	66850345	9	17340	33305.5782	5687.5524	361	RHOD,SYT12	KDM2A	RHOD	361	1	ENSG00000173156	RHOD	7.81415451269295	1
6_Peak_40492_lociStitched	chr22	37558836	37596525	6	14184	32024.3433	4413.3819	362	C1QTNF6	IL2RB,SSTR3,C1QTNF6,RAC2	C1QTNF6	362	1	ENSG00000133466	C1QTNF6	15.1136042371247	1
13_Peak_43833_lociStitched	chr10	105397081	105457066	13	21779	36128.9655	8535.8655	363	SH3PXD2A		NEURL	363	1	ENSG00000107957	SH3PXD2A	88.9806150024211	2
4_Peak_41573_lociStitched	chr8	48645739	48675784	4	7294	30730.026	3196.788	364	KIAA0146,CEBPD		CEBPD	364	1	ENSG00000221869	CEBPD	21.2120935434396	1
14_Peak_13023_lociStitched	chr17	48104287	48142696	14	23243	31714.3113	4201.9446	365	ITGA3	DLX3,PDK2	ITGA3	365	1	ENSG00000005884	ITGA3	99.8027087649576	1
3_Peak_41119_lociStitched	chr1	26846905	26873784	3	13318	30760.3276	3292.6775	366	RPS6KA1	MIR1976,HMGN2	RPS6KA1	366	1	ENSG00000117676	RPS6KA1	18.1360380611783	1
19_Peak_27862_lociStitched	chr1	206847941	206926490	19	17900	36407.4615	9001.7154	367	MAPKAPK2	DYRK3,IL19,IL10	MAPKAPK2	367	1	ENSG00000162889	MAPKAPK2	35.3713314382184	1
Peak_110	chr2	70312045	70317579	1	5535	28095.5646	716.0996	368	LOC400960,PCBP1	LOC100133985	PCBP1	368	1	ENSG00000169564	PCBP1	130.418222051345	1
1_Peak_1579_lociStitched	chr2	220109637	220120519	1	10883	28898.2392	1526.7446	369	GLB1L,STK16,TUBA4B,TUBA4A	ZFAND2B,ANKZF1,DNAJB2,ABCB6,ATG9A,MIR153-1	TUBA4B	369	1	ENSG00000115661	STK16	13.2371240351615	1
2_Peak_648_lociStitched	chr11	73086813	73105100	2	14831	29701.7454	2369.9952	370	RELT		RELT	370	1	ENSG00000054967	RELT	4.62398879145117	1
7_Peak_19472_lociStitched	chr7	1546437	1579142	7	15463	31167.865	3849.3785	371	MAFK	INTS1,PSMG3,MICALL2,KIAA1908,TMEM184A	MAFK	371	1	ENSG00000198517	MAFK	40.1901290810192	1
13_Peak_19246_lociStitched	chr22	31610394	31650891	13	27645	32207.2641	4920.3855	372	LIMK2	PIK3IP1	LIMK2	372	1	ENSG00000182541	LIMK2	57.1705570670255	1
6_Peak_82137_lociStitched	chr11	62305354	62329128	6	18597	30066.9778	2879.0314	373	AHNAK,EEF1G	TUT1,MTA2	AHNAK	373	1	ENSG00000124942	AHNAK	562.993455668991	1
24_Peak_35905_lociStitched	chr4	38101010	38213364	24	23070	40492.3816	13313.949	374	TBC1D1		PTTG2	374	1	ENSG00000065882	TBC1D1	28.3730158622519	2
1_Peak_475_lociStitched	chr19	41219913	41228871	1	8959	28241.8866	1066.002	375	ITPKC,ADCK4	C19orf54,SNRPA,NUMBL	ITPKC	375	1	ENSG00000086544	ITPKC	28.5970937657934	1
Peak_4217	chr14	105933047	105943990	1	10944	28343.4643	1237.6533	376	MTA1,CRIP2	CRIP1,C14orf80,TMEM121	CRIP2	376	1	ENSG00000182809	CRIP2	50.3602675006035	1
13_Peak_76264_lociStitched	chr12	717688	756446	13	21186	32568.3474	5484.257	377	NINJ2		NINJ2	377	1	ENSG00000171840	NINJ2	1.41804027501306	1
11_Peak_32417_lociStitched	chr12	13024375	13057519	11	13533	31321.08	4249.0608	378	RPL13AP20,GPRC5A	GPRC5D,MIR614	GPRC5A	378	1	ENSG00000013588	GPRC5A	87.8350829169856	1
10_Peak_44754_lociStitched	chr11	57045256	57094604	10	17234	32693.05	5704.6288	379	SSRP1,TNKS1BP1	P2RX3,APLNR	TNKS1BP1	379	1	ENSG00000149115	TNKS1BP1	92.6765037291603	1
11_Peak_34987_lociStitched	chr1	234835511	234883013	11	14890	32937.8868	6151.509	380			NCRNA00184	380	1	ENSG00000227630	LINC01132	0.735115666774589	1
Peak_812	chr19	13956588	13966290	1	9703	28064.9754	1305.8892	381		MIR181C,MIR23A,MIR27A,MIR24-2,MIR181D,NANOS3,LOC284454	MIR23A	381	1	ENSG00000160888	IER2	73.6196528020863	3
Peak_71	chr6	30707473	30713500	1	6028	27403.5636	658.7511	382	FLOT1,IER3	TUBB,NRM,MDC1	FLOT1	382	1	ENSG00000137312	FLOT1	104.410640263668	1
10_Peak_3587_lociStitched	chr1	206728722	206764425	10	18680	31432.9212	4694.9445	383	RASSF5	DYRK3,LGTN,RASSF5	RASSF5	383	1	ENSG00000266094	RASSF5	6.16141659315202	1
9_Peak_48062_lociStitched	chr8	22405014	22456595	9	17013	32846.7808	6112.3485	384	PDLIM2,SORBS3	KIAA1967,C8orf58,FLJ14107	PDLIM2	384	1	ENSG00000120913	PDLIM2	9.07752081115229	1
3_Peak_1229_lociStitched	chr6	35686029	35701883	3	11326	28944.6478	2211.633	385	FKBP5,LOC285847	FKBP5,C6orf126,C6orf81,C6orf127	FKBP5	385	1	ENSG00000096060	FKBP5	23.9905665311522	1
7_Peak_23885_lociStitched	chr17	38251329	38271222	7	16876	29413.7898	2703.4587	386	NR1D1	MSL1,MED24,CASC3,THRA	NR1D1	386	1	ENSG00000126368	NR1D1	10.581572235523	1
29_Peak_22130_lociStitched	chr15	78311240	78376953	29	25732	34683.3214	7984.1295	387	TBC1D2B	CIB2,LOC91450,SH2D7	TBC1D2B	387	1	ENSG00000167202	TBC1D2B	23.899068527602	1
7_Peak_22736_lociStitched	chr22	43541906	43583185	7	12931	31673.3767	4982.3753	388	TTLL12,TSPO	BIK,TSPO,MCAT	TSPO	388	1	ENSG00000100304	TTLL12	31.5954411703464	1
1_Peak_174_lociStitched	chr7	5565350	5573694	1	8345	27668.704	982.0888	389	ACTB	MIR589,FBXL18	ACTB	389	1	ENSG00000075624	ACTB	1933.15464981693	1
7_Peak_62110_lociStitched	chr1	161036121	161060061	7	17668	29503.656	2863.224	390	ARHGAP30,PVRL4	ARHGAP30,DEDD,NIT1,KLHDC9,TSTD1,PFDN2,F11R,USF1	ARHGAP30	390	1	ENSG00000143217	NECTIN4	20.7498145794769	1
8_Peak_3478_lociStitched	chr1	9221486	9262911	8	14206	31408.435	4821.87	391		MIR34A,GPR157,H6PD	MIR34A	391	1	ENSG00000228526	MIR34AHG	10.3403816746924	1
6_Peak_25025_lociStitched	chr1	994197	1016109	6	16436	28652.1312	2105.7432	392		C1orf159,ISG15,AGRN	C1orf159	392	1	ENSG00000131591	C1orf159	13.3510528123433	1
3_Peak_66593_lociStitched	chr22	39091401	39105325	3	7040	28314.454	1904.8032	393	GTPBP1,JOSD1	CBY1,TOMM22,LOC646851,SUN2	JOSD1	393	1	ENSG00000100221	JOSD1	25.9390813847605	1
Peak_836	chr6	31701228	31706843	1	5616	27116.5195	711.4205	394	CLIC1	BAT5,C6orf26,LY6G6C,DDAH2,C6orf25,LY6G6D,LY6G6F,MSH5,LY6G6E,C6orf27	CLIC1	394	1	ENSG00000213719	CLIC1	99.8527289226752	1
12_Peak_113105_lociStitched	chr13	114780287	114844804	12	16187	33206.8999	6845.2537	395	RASA3		RASA3	395	1	ENSG00000185989	RASA3	9.14775000939799	1
16_Peak_19255_lociStitched	chr21	46823755	46872142	16	27090	31780.5816	5443.5375	396	NCRNA00175,COL18A1	COL18A1	NCRNA00175	396	1	ENSG00000183535	COL18A1-AS1	2.21438104217289	1
32_Peak_70726_lociStitched	chr4	185252484	185339880	32	28632	37256.9148	10924.5	397	IRF2		IRF2	397	1	ENSG00000168310	IRF2	16.806026491713	1
16_Peak_24074_lociStitched	chr20	10576835	10655972	16	16880	35674.9596	9353.9934	398	C20orf94,JAG1		JAG1	398	1	ENSG00000101384	JAG1	33.0041922831472	1
15_Peak_44555_lociStitched	chr12	113631336	113685449	15	19113	33642.0521	7494.6505	399	TPCN1,IQCD	DDX54,CCDC42B,C12orf52	IQCD	399	1	ENSG00000166578	IQCD	2.88195292260337	1
7_Peak_26371_lociStitched	chr19	35485369	35505479	7	17007	28660.772	2541.904	400	GRAMD1A	ZNF792,HPN,SCN1B	GRAMD1A	400	1	ENSG00000089351	GRAMD1A	47.2127507818158	1
9_Peak_31196_lociStitched	chr10	80826543	80862223	9	12987	31294.928	5277.072	401	ZMIZ1,LOC283050	LOC283050	ZMIZ1	401	1	ENSG00000108175	ZMIZ1	48.9931996842572	1
19_Peak_55851_lociStitched	chr16	70715066	70795658	19	24751	35436.3024	9453.4416	402	LOC100130894,VAC14,MTSS1L		LOC100130894	402	1	ENSG00000132613	MTSS1L	24.900983328439	2
12_Peak_67388_lociStitched	chr17	73288516	73335158	12	24554	31072.9004	5093.3064	403	GRB2	LOC100287042,MRPS7,MIF4GD,SLC25A19,GGA3	SLC25A19	403	1	ENSG00000125454	SLC25A19	7.76686839706089	1
3_Peak_1236_lociStitched	chr7	97905881	97919265	3	9207	27521.5192	1675.6768	404	BRI3	TECPR1	BRI3	404	1	ENSG00000164713	BRI3	50.6282346271483	1
5_Peak_370_lociStitched	chr16	87978665	88002355	5	15366	28866.265	3022.844	405	BANP	CA5A,BANP	BANP	405	1	ENSG00000172530	BANP	9.24212488972803	1
7_Peak_42956_lociStitched	chr11	69041592	69080217	7	15129	30440.3625	4623.4125	406	MYEOV		MYEOV	406	1	ENSG00000172927	MYEOV	5.42779594893642	1
11_Peak_40686_lociStitched	chr17	40664128	40707852	11	18339	30934.73	5133.1976	407	NAGLU,ATP6V0A1,HSD17B1	MLX,COASY,PSMC3IP	NAGLU	407	1	ENSG00000108784	NAGLU	20.3724258321962	1
