#Endometrioid_589_Tu_IP Enhancers
#Created from /media/abraaodem/Data01/Marcos/MTF/histologies/RoseRes/Endometrioid_589_Tu_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by Endometrioid_589_Tu_IP.nodup.bam
#Using cutoff of 20167.791 for Super-Enhancers
#Created on Oct 18 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	Endometrioid_589_Tu_IP.nodup.bam	Endometrioid_589_Tu_Input.nodup.bam	enhancerRank	isSuper
2_Peak_92827_lociStitched	chr10	89798473	89802750	2	1123	1466.1556	687.3139	8939	0
1_Peak_16592_lociStitched	chr18	43607886	43608592	1	707	852.6362	74.483	8940	0
1_Peak_28859_lociStitched	chr10	134043226	134044307	1	1082	879.8259	102.0464	8941	0
2_Peak_31748_lociStitched	chr22	51136051	51144334	2	988	1490.1117	712.338	8942	0
2_Peak_33825_lociStitched	chr19	11691833	11694798	2	1580	1116.026	338.3065	8943	0
3_Peak_56794_lociStitched	chr11	125208189	125216453	3	1546	1638.7512	861.1088	8944	0
1_Peak_16509_lociStitched	chr12	104252279	104253184	1	906	901.1085	123.5325	8945	0
1_Peak_23989_lociStitched	chr9	18437772	18438956	1	1185	897.9456	120.4128	8946	0
2_Peak_22728_lociStitched	chr9	18490031	18491263	2	1058	876.568	99.176	8947	0
2_Peak_42050_lociStitched	chr12	99846942	99849987	2	1098	1114.7745	337.386	8948	0
3_Peak_67317_lociStitched	chr14	50365815	50378210	3	1238	2222.4235	1445.257	8949	0
3_Peak_40904_lociStitched	chr7	101685386	101689131	3	1320	1201.0215	424.683	8950	0
2_Peak_23904_lociStitched	chr2	134894734	134898086	2	956	1203.368	427.0448	8951	0
3_Peak_36613_lociStitched	chr15	64381417	64383586	3	1653	1038.7341	262.6659	8952	0
2_Peak_60004_lociStitched	chr5	148925415	148928457	2	1443	1093.599	317.5848	8953	0
2_Peak_83175_lociStitched	chr1	22188370	22196906	2	733	1750.7336	974.8112	8954	0
3_Peak_78079_lociStitched	chr14	68318756	68321544	3	1492	1060.5552	284.9336	8955	0
1_Peak_28199_lociStitched	chr1	244417161	244418289	1	1129	856.4904	80.8776	8956	0
3_Peak_43169_lociStitched	chr22	47330558	47339339	3	1343	1711.4169	936.0546	8957	0
1_Peak_22415_lociStitched	chr22	33017758	33018681	1	924	862.6358	87.3158	8958	0
Peak_25063	chr17	39774023	39775266	1	1244	906.7685	131.5094	8959	0
2_Peak_88000_lociStitched	chr6	138730981	138733112	2	824	1051.0092	275.7514	8960	0
2_Peak_25232_lociStitched	chr16	14733708	14735337	2	1503	1006.2333	231.8067	8961	0
1_Peak_16599_lociStitched	chrX	48389373	48390253	1	881	887.656	113.256	8962	0
1_Peak_26394_lociStitched	chr4	99467925	99469007	1	1083	897.519	123.9972	8963	0
2_Peak_85145_lociStitched	chr4	2838515	2839949	2	1357	921.4884	148.1322	8964	0
1_Peak_20201_lociStitched	chr3	57163931	57165325	1	1395	894.1116	120.9992	8965	0
2_Peak_39703_lociStitched	chr16	85320473	85325456	2	1300	1448.0598	675.1965	8966	0
2_Peak_42189_lociStitched	chr3	11346022	11349626	2	1070	1175.9852	403.2876	8967	0
3_Peak_71239_lociStitched	chr2	227769944	227774567	3	1110	1189.9602	417.4569	8968	0
2_Peak_29344_lociStitched	chr14	100496566	100498519	2	705	983.7261	211.3146	8969	0
1_Peak_19805_lociStitched	chr15	59886857	59888019	1	1163	865.8062	93.4248	8970	0
4_Peak_20373_lociStitched	chr13	50782710	50797254	4	2321	2322.6768	1550.3904	8971	0
2_Peak_72607_lociStitched	chr16	315552	319001	2	1339	1066.0859	293.8548	8972	0
Peak_31562	chr19	919525	920897	1	1373	889.056	117.0316	8973	0
1_Peak_33096_lociStitched	chr15	72447493	72448799	1	1307	995.4332	223.5872	8974	0
2_Peak_30638_lociStitched	chr16	12822630	12824239	2	1163	957.9986	186.3222	8975	0
1_Peak_26048_lociStitched	chr1	116087937	116089121	1	1185	881.488	109.8752	8976	0
1_Peak_18094_lociStitched	chr8	6698520	6699264	1	745	895.9992	124.5456	8977	0
1_Peak_20074_lociStitched	chr16	66906746	66907674	1	929	836.0352	64.8672	8978	0
2_Peak_50505_lociStitched	chr9	140163401	140169167	2	1177	1518.7644	747.8502	8979	0
2_Peak_19723_lociStitched	chr2	230273537	230282408	2	1699	1739.6031	968.7132	8980	0
3_Peak_34862_lociStitched	chr1	203102795	203105581	3	1541	1063.4162	292.53	8981	0
2_Peak_34004_lociStitched	chr17	8552010	8553447	2	1155	866.9421	96.1353	8982	0
2_Peak_65659_lociStitched	chr5	671374	673758	2	2040	991.744	220.9968	8983	0
Peak_52710	chr17	7754161	7755856	1	1696	969.879	199.332	8984	0
1_Peak_26330_lociStitched	chr10	133878748	133880400	1	1653	974.8452	204.6828	8985	0
2_Peak_17311_lociStitched	chr1	60015800	60018148	2	1113	1063.644	293.5	8986	0
3_Peak_26812_lociStitched	chr8	119559257	119561787	3	1265	942.172	172.293	8987	0
Peak_18216	chr20	62697625	62698756	1	1132	881.5014	111.6297	8988	0
2_Peak_50788_lociStitched	chrX	109325017	109332026	2	2047	1512.5422	742.954	8989	0
2_Peak_30353_lociStitched	chr22	28261490	28264768	2	1021	1104.3582	335.0116	8990	0
4_Peak_57113_lociStitched	chr22	32224957	32242972	4	1775	2752.692	1983.4515	8991	0
2_Peak_73980_lociStitched	chr16	58022539	58029385	2	1176	1581.426	812.6202	8992	0
4_Peak_36529_lociStitched	chr9	131320799	131322914	4	1506	983.052	214.2495	8993	0
1_Peak_18323_lociStitched	chr3	54925288	54926169	1	882	830.9592	62.551	8994	0
2_Peak_19719_lociStitched	chr7	105921031	105922728	2	884	971.3628	203.1309	8995	0
2_Peak_25949_lociStitched	chr20	50600952	50602511	2	948	875.5344	107.4151	8996	0
2_Peak_31610_lociStitched	chr7	51293373	51297152	2	1555	1178.6701	410.7773	8997	0
2_Peak_89166_lociStitched	chr11	66362915	66375102	2	1296	1945.0452	1177.2642	8998	0
1_Peak_25258_lociStitched	chr4	77625442	77626683	1	1242	908.0397	140.4812	8999	0
1_Peak_29535_lociStitched	chr1	155915292	155916901	1	1610	929.8411	162.3481	9000	0
2_Peak_39346_lociStitched	chrX	118751859	118753702	2	1727	1009.0425	241.6173	9001	0
2_Peak_28686_lociStitched	chr14	101308185	101309956	2	1396	963.2469	195.8726	9002	0
1_Peak_29280_lociStitched	chr2	46456323	46457617	1	1295	936.3384	168.9964	9003	0
2_Peak_51044_lociStitched	chr15	40799227	40804563	2	1576	1219.8096	452.4928	9004	0
1_Peak_20918_lociStitched	chr2	3699037	3700008	1	972	897.3011	130.5024	9005	0
1_Peak_20202_lociStitched	chr5	71895118	71896152	1	1035	861.9424	96.4722	9006	0
1_Peak_21523_lociStitched	chr12	109592195	109593195	1	1001	978.3	213.3	9007	0
2_Peak_42251_lociStitched	chr1	224752351	224753691	2	1035	873.01	108.406	9008	0
4_Peak_43115_lociStitched	chr7	70685725	70701785	4	1700	2354.396	1589.94	9009	0
2_Peak_52381_lociStitched	chr2	62589308	62590958	2	1313	924.66	160.215	9010	0
2_Peak_33499_lociStitched	chr6	12287334	12288812	2	1351	872.1678	108.3374	9011	0
Peak_21697	chr20	44001682	44002761	1	1080	909.3812	145.7729	9012	0
2_Peak_22041_lociStitched	chr6	161458945	161460287	2	986	863.0402	99.4422	9013	0
3_Peak_48182_lociStitched	chr20	57734796	57741125	3	1332	1443.6449	680.3675	9014	0
1_Peak_21733_lociStitched	chr7	64458960	64459930	1	971	850.787	87.591	9015	0
1_Peak_25791_lociStitched	chr12	29793095	29794335	1	1241	889.08	126.232	9016	0
1_Peak_16258_lociStitched	chr10	12095608	12096252	1	645	851.7544	89.194	9017	0
2_Peak_44096_lociStitched	chr3	71274833	71276408	2	1443	948.15	185.85	9018	0
1_Peak_17200_lociStitched	chr10	112431882	112432547	1	666	852.663	90.3735	9019	0
2_Peak_24652_lociStitched	chr3	40811238	40822905	2	1924	2110.5603	1348.7052	9020	0
1_Peak_21211_lociStitched	chr9	100503230	100504293	1	1064	921.3021	159.6626	9021	0
Peak_16742	chr16	88748360	88749006	1	647	827.5906	66.0858	9022	0
2_Peak_38708_lociStitched	chr1	95388551	95390495	2	1171	928.0656	166.7952	9023	0
3_Peak_38456_lociStitched	chr20	33722577	33724671	3	1687	1044.4872	283.3182	9024	0
1_Peak_21400_lociStitched	chr2	234265553	234266541	1	989	895.128	134.1704	9025	0
3_Peak_45865_lociStitched	chr16	87465899	87470169	3	1314	1237.873	476.959	9026	0
3_Peak_101317_lociStitched	chr17	73423394	73426743	3	1411	1065.9867	305.0939	9027	0
4_Peak_44965_lociStitched	chr2	223707639	223710169	4	1522	1031.481	270.71	9028	0
1_Peak_39984_lociStitched	chr4	184796502	184798184	1	1683	978.924	218.1554	9029	0
1_Peak_29801_lociStitched	chr15	95830189	95831526	1	1338	851.8027	91.4508	9030	0
2_Peak_32442_lociStitched	chr2	113483745	113487136	2	1036	1116.9954	356.7332	9031	0
1_Peak_30307_lociStitched	chr19	18810926	18812244	1	1319	950.1462	190.0556	9032	0
1_Peak_44194_lociStitched	chr8	38539367	38540942	1	1576	970.9875	211.05	9033	0
2_Peak_35085_lociStitched	chr6	152134968	152143861	2	828	1685.2235	925.7613	9034	0
2_Peak_41402_lociStitched	chr22	38104471	38106991	2	1480	1003.212	243.936	9035	0
2_Peak_30058_lociStitched	chr15	30109884	30111325	2	1026	897.743	138.4801	9036	0
2_Peak_41150_lociStitched	chr11	119302838	119304353	2	1397	881.8815	123.321	9037	0
1_Peak_28250_lociStitched	chr16	68504032	68505399	1	1368	883.7655	125.2172	9038	0
2_Peak_57326_lociStitched	chr8	21343988	21350513	2	729	1314.7875	556.5825	9039	0
Peak_22101	chr3	46985473	46986465	1	993	884.1696	125.984	9040	0
1_Peak_27762_lociStitched	chr5	447665	449112	1	1448	927.3823	169.7331	9041	0
3_Peak_74272_lociStitched	chr2	43102007	43106655	3	1733	1257.284	499.66	9042	0
2_Peak_55262_lociStitched	chr22	40611298	40617178	2	1447	1373.568	616.224	9043	0
3_Peak_27845_lociStitched	chr10	14690018	14701491	3	1539	2315.2514	1558.0334	9044	0
Peak_25907	chr7	2276591	2277942	1	1352	869.2334	112.5383	9045	0
1_Peak_24638_lociStitched	chr11	1714458	1715497	1	1040	874.5263	117.9265	9046	0
3_Peak_22710_lociStitched	chr19	36095504	36101466	3	1574	1342.6424	586.0646	9047	0
3_Peak_30141_lociStitched	chr11	70840923	70851824	3	1840	1824.8274	1068.298	9048	0
2_Peak_21831_lociStitched	chr17	40805269	40806603	2	1242	911.9224	155.411	9049	0
3_Peak_69649_lociStitched	chrX	53292258	53295855	3	1248	1160.7519	404.3028	9050	0
3_Peak_47522_lociStitched	chr3	73021941	73032189	3	1681	1888.7064	1132.404	9051	0
2_Peak_50071_lociStitched	chr16	46823379	46824513	2	851	880.551	124.2864	9052	0
1_Peak_22185_lociStitched	chr7	139615917	139616886	1	970	918.5151	162.5013	9053	0
3_Peak_41759_lociStitched	chr1	162508986	162523064	3	1065	2349.6182	1593.6296	9054	0
2_Peak_28569_lociStitched	chr10	12490353	12491452	2	627	976.0219	220.3495	9055	0
1_Peak_17071_lociStitched	chr5	71852493	71853262	1	770	877.9673	122.3479	9056	0
3_Peak_45663_lociStitched	chr13	30077092	30086537	3	950	1756.77	1001.17	9057	0
2_Peak_45925_lociStitched	chr5	1003828	1005343	2	1437	931.2705	175.8915	9058	0
1_Peak_27523_lociStitched	chr12	53690867	53692106	1	1240	945.2331	190.3104	9059	0
3_Peak_45301_lociStitched	chr6	57040211	57042930	3	1253	1019.3531	264.5587	9060	0
2_Peak_42399_lociStitched	chr20	35632957	35635132	2	1734	933.2925	178.5675	9061	0
2_Peak_40358_lociStitched	chr3	186463800	186471750	2	1267	1624.185	869.73	9062	0
2_Peak_47225_lociStitched	chr17	37515601	37520786	2	984	1338.767	584.3495	9063	0
2_Peak_37310_lociStitched	chr10	14065052	14066887	2	1099	950.7135	196.5285	9064	0
2_Peak_21120_lociStitched	chr10	54151804	54153007	2	898	888.7764	134.6157	9065	0
Peak_28996	chr12	54414691	54415987	1	1297	917.0496	162.9072	9066	0
2_Peak_60017_lociStitched	chr6	147515315	147517206	2	1158	906.5454	152.4146	9067	0
5_Peak_24020_lociStitched	chr11	86289375	86308323	5	1986	2565.5592	1811.4288	9068	0
2_Peak_37057_lociStitched	chr10	30315367	30317118	2	1592	1023.9848	270.0042	9069	0
Peak_64681	chr19	18512223	18513671	1	1449	921.5072	167.5336	9070	0
1_Peak_21921_lociStitched	chr22	40671627	40672712	1	1086	899.1395	145.39	9071	0
3_Peak_44497_lociStitched	chr20	19782853	19797343	3	1620	2328.543	1575.063	9072	0
1_Peak_28918_lociStitched	chr20	17786823	17788107	1	1285	934.3668	181.044	9073	0
2_Peak_33911_lociStitched	chr21	27450967	27452432	2	959	881.344	128.1875	9074	0
2_Peak_31156_lociStitched	chr12	8012771	8013834	2	971	905.9949	152.8594	9075	0
2_Peak_28627_lociStitched	chr21	43513697	43518618	2	785	1353.275	600.362	9076	0
3_Peak_49645_lociStitched	chr7	132423539	132436431	3	1905	2314.114	1561.2212	9077	0
2_Peak_79414_lociStitched	chr1	2328004	2332053	2	899	1261.2635	508.5544	9078	0
1_Peak_23868_lociStitched	chr9	86910644	86911912	1	1269	870.482	118.0508	9079	0
1_Peak_36099_lociStitched	chr14	103745008	103746102	1	1095	862.4002	110.2752	9080	0
1_Peak_28942_lociStitched	chr6	144356968	144357902	1	935	857.412	105.542	9081	0
3_Peak_63459_lociStitched	chr17	47854024	47858090	3	1244	1250.295	498.8982	9082	0
Peak_31913	chr17	76150065	76151281	1	1217	851.3216	100.4416	9083	0
1_Peak_31057_lociStitched	chr19	37463580	37464710	1	1131	886.146	135.487	9084	0
1_Peak_23585_lociStitched	chr12	97379385	97380085	1	701	854	103.67	9085	0
1_Peak_20100_lociStitched	chr6	106808161	106809200	1	1040	841.0705	90.9125	9086	0
1_Peak_28572_lociStitched	chr10	27069616	27071063	1	1448	996.1148	245.99	9087	0
1_Peak_22820_lociStitched	chr19	47142048	47143206	1	1159	903.7032	153.6666	9088	0
1_Peak_22706_lociStitched	chr17	47592474	47593293	1	820	860.6871	110.7288	9089	0
1_Peak_29508_lociStitched	chr17	19249473	19250831	1	1359	894.5146	144.627	9090	0
Peak_44564	chr14	102958818	102960146	1	1329	905.2976	155.9072	9091	0
2_Peak_50795_lociStitched	chr10	35702488	35710484	2	1229	1795.9016	1046.6764	9092	0
1_Peak_34752_lociStitched	chr19	10206493	10207654	1	1162	897.9174	148.7241	9093	0
1_Peak_28107_lociStitched	chr2	152219554	152220831	1	1278	844.8632	95.775	9094	0
1_Peak_15560_lociStitched	chr22	36231940	36232725	1	786	838.1445	89.7255	9095	0
1_Peak_24196_lociStitched	chr17	42705450	42706291	1	842	870.9396	122.7019	9096	0
2_Peak_19448_lociStitched	chr2	58335340	58340671	2	1508	1403.1192	655.1799	9097	0
1_Peak_38146_lociStitched	chr1	42356374	42357679	1	1306	906.192	158.2965	9098	0
2_Peak_26054_lociStitched	chr1	246116707	246118061	2	938	844.896	97.0818	9099	0
3_Peak_69177_lociStitched	chr4	157864552	157870358	3	963	1312.7366	564.9238	9100	0
1_Peak_27277_lociStitched	chr11	47215253	47216378	1	1126	918.225	170.4375	9101	0
1_Peak_29606_lociStitched	chr16	31464382	31465847	1	1466	918.1155	170.6725	9102	0
1_Peak_30923_lociStitched	chr7	28995262	28996500	1	1239	966.5066	219.2498	9103	0
2_Peak_29543_lociStitched	chr1	32863401	32867217	2	1069	1180.2888	433.116	9104	0
4_Peak_32779_lociStitched	chr3	64144458	64150596	4	1264	1447.9542	700.9596	9105	0
1_Peak_28785_lociStitched	chr3	72571751	72573088	1	1338	857.9529	111.1047	9106	0
2_Peak_74253_lociStitched	chr2	102051217	102052635	2	1191	909.647	162.9282	9107	0
2_Peak_23730_lociStitched	chr18	8138916	8140365	2	1349	906.2046	159.5349	9108	0
1_Peak_40747_lociStitched	chr2	240365503	240367252	1	1750	975.7671	229.4688	9109	0
2_Peak_38433_lociStitched	chr2	202516685	202518220	2	1373	879.555	133.6985	9110	0
1_Peak_25002_lociStitched	chr16	12156368	12157811	1	1444	847.3296	101.7315	9111	0
1_Peak_28237_lociStitched	chr15	79973498	79974865	1	1368	874.7433	129.1815	9112	0
Peak_27958	chr9	140130349	140131696	1	1348	852.1122	107.2212	9113	0
3_Peak_71366_lociStitched	chr10	116391430	116393631	3	1439	1130.6537	385.8353	9114	0
2_Peak_26095_lociStitched	chr14	105723408	105724605	2	1063	898.7076	154.0539	9115	0
2_Peak_65045_lociStitched	chr1	184830591	184837342	2	1323	1388.6807	644.0454	9116	0
2_Peak_30760_lociStitched	chr13	46977759	46979097	2	1184	916.2624	171.6654	9117	0
2_Peak_80996_lociStitched	chr8	19176826	19183689	2	1284	1469.3683	725.4191	9118	0
1_Peak_31534_lociStitched	chr12	63025310	63026621	1	1312	931.4655	187.6041	9119	0
2_Peak_49172_lociStitched	chr22	44315047	44317975	2	1688	962.4336	218.7216	9120	0
1_Peak_19537_lociStitched	chr19	34723416	34724433	1	1018	810.3456	66.7152	9121	0
2_Peak_58590_lociStitched	chr4	129782662	129784472	2	1204	986.45	242.902	9122	0
1_Peak_25028_lociStitched	chr10	97518283	97519260	1	978	855.0704	111.5734	9123	0
1_Peak_19113_lociStitched	chr5	14011306	14012210	1	905	867.1168	123.7576	9124	0
1_Peak_39060_lociStitched	chr17	6997155	6998906	1	1752	921.9015	178.7771	9125	0
3_Peak_34678_lociStitched	chr20	46193691	46205692	3	1189	2102.5752	1359.7133	9126	0
2_Peak_28589_lociStitched	chr18	33732865	33737695	2	1305	1213.779	470.925	9127	0
2_Peak_20166_lociStitched	chr18	47002951	47004114	2	938	895.51	152.7019	9128	0
1_Peak_19507_lociStitched	chr3	75721121	75721920	1	800	925.4817	182.8911	9129	0
2_Peak_48574_lociStitched	chr8	144977044	144979789	2	1038	1006.866	264.618	9130	0
2_Peak_52141_lociStitched	chr11	69191151	69193348	2	1529	957.892	215.9651	9131	0
Peak_35109	chr1	207988689	207989891	1	1203	867.243	125.3686	9132	0
2_Peak_31923_lociStitched	chr18	7272519	7273882	2	1167	887.4493	145.7047	9133	0
2_Peak_35301_lociStitched	chr9	117175494	117177393	2	1475	931.0797	189.5202	9134	0
1_Peak_31773_lociStitched	chr6	135591307	135592813	1	1507	917.154	175.5996	9135	0
3_Peak_40306_lociStitched	chr10	27026248	27029100	3	1406	1081.4784	339.9584	9136	0
1_Peak_20881_lociStitched	chr11	100748353	100749161	1	809	833.856	92.3544	9137	0
2_Peak_42242_lociStitched	chr1	169636137	169637736	2	1249	849.8685	109.2117	9138	0
1_Peak_27376_lociStitched	chr22	41577489	41578547	1	1059	887.0272	146.7446	9139	0
2_Peak_23427_lociStitched	chr17	74323148	74324567	2	1314	838.3452	98.1948	9140	0
2_Peak_83511_lociStitched	chr7	19145869	19147755	2	1343	1001.0888	261.0224	9141	0
Peak_35067	chr20	61463251	61464755	1	1505	920.7488	180.9312	9142	0
2_Peak_30056_lociStitched	chr11	75602664	75604545	2	1632	919.809	180.1998	9143	0
2_Peak_64139_lociStitched	chr20	2236475	2245561	2	1205	1763.5926	1023.9922	9144	0
3_Peak_37883_lociStitched	chr16	57564175	57568026	3	1572	1172.6295	433.6226	9145	0
2_Peak_24849_lociStitched	chr7	80351482	80353410	2	1138	964	224.9976	9146	0
Peak_22028	chr4	185738591	185739452	1	862	834.8256	95.9154	9147	0
1_Peak_25731_lociStitched	chr12	9825613	9826834	1	1222	880.9515	142.3686	9148	0
1_Peak_19718_lociStitched	chr20	49406930	49407758	1	829	862.1964	123.6204	9149	0
Peak_35448	chr17	38440520	38441486	1	967	837.7152	99.2082	9150	0
2_Peak_57875_lociStitched	chr2	20291065	20292145	2	784	888.732	150.228	9151	0
1_Peak_39244_lociStitched	chr1	160377057	160378391	1	1335	899.2494	161.1472	9152	0
2_Peak_41046_lociStitched	chr18	48677877	48680889	2	1618	1031.3088	293.3688	9153	0
2_Peak_63875_lociStitched	chr14	20895444	20896623	2	1096	881.1846	143.2485	9154	0
3_Peak_38987_lociStitched	chr1	179097874	179099440	3	1097	923.4702	185.571	9155	0
Peak_22048	chr7	2301124	2302007	1	884	836.2893	98.4545	9156	0
1_Peak_22290_lociStitched	chr21	34408373	34409319	1	947	829.3582	91.6674	9157	0
3_Peak_64717_lociStitched	chr9	86086079	86088376	3	1598	1062.8219	325.2552	9158	0
2_Peak_50656_lociStitched	chr3	14058090	14059446	2	1266	924.792	187.5348	9159	0
2_Peak_104670_lociStitched	chr6	4603211	4607818	2	1473	1320.3662	583.2462	9160	0
3_Peak_50226_lociStitched	chr7	131934245	131936936	3	1440	1053.7956	316.9998	9161	0
1_Peak_13397_lociStitched	chr6	27486729	27487260	1	532	815.4567	78.7473	9162	0
2_Peak_33524_lociStitched	chr7	65747561	65758441	2	1450	1257.728	521.152	9163	0
2_Peak_43809_lociStitched	chr1	229714333	229718089	2	1348	1086.2352	349.6836	9164	0
2_Peak_57349_lociStitched	chr9	107949829	107954563	2	546	1194.3882	458.2512	9165	0
1_Peak_24861_lociStitched	chr9	117110628	117112038	1	1411	899.157	163.278	9166	0
3_Peak_51861_lociStitched	chr1	7705309	7709194	3	1565	1074.2025	338.3835	9167	0
3_Peak_68428_lociStitched	chr12	4324143	4333304	3	1907	1888.9982	1153.3699	9168	0
1_Peak_23493_lociStitched	chr11	75508369	75509332	1	964	890.775	155.2356	9169	0
1_Peak_21766_lociStitched	chr17	80711925	80713023	1	1099	849.852	114.4116	9170	0
1_Peak_16435_lociStitched	chr15	78236474	78237137	1	664	821.7222	86.3226	9171	0
1_Peak_33655_lociStitched	chr16	84961289	84962864	1	1576	948.78	213.4125	9172	0
2_Peak_18966_lociStitched	chr2	43792840	43804419	2	1099	1856.1137	1120.8472	9173	0
2_Peak_23150_lociStitched	chr12	8718953	8720057	2	1011	888.0576	152.904	9174	0
2_Peak_42766_lociStitched	chr6	14068853	14075666	2	1008	1413.0162	677.8935	9175	0
2_Peak_39096_lociStitched	chr2	19807468	19811603	2	1015	1181.3695	446.58	9176	0
Peak_37829	chr11	65215070	65216541	1	1472	871.4204	137.0972	9177	0
2_Peak_53520_lociStitched	chr6	27759113	27760725	2	1512	913.5204	179.5768	9178	0
1_Peak_21788_lociStitched	chr20	60500231	60501598	1	1368	873.513	139.7074	9179	0
2_Peak_51758_lociStitched	chr20	21113931	21115683	2	1324	994.0848	260.6976	9180	0
1_Peak_21556_lociStitched	chr12	79941077	79942105	1	1029	918.7236	185.554	9181	0
1_Peak_33153_lociStitched	chr5	150613991	150615330	1	1340	881.1959	148.2273	9182	0
3_Peak_97627_lociStitched	chr1	169661465	169666258	3	853	1190.1019	457.2522	9183	0
3_Peak_39985_lociStitched	chr4	87930208	87934698	3	1681	1266.629	533.861	9184	0
Peak_33354	chr17	39801405	39802984	1	1580	895.9246	163.2686	9185	0
3_Peak_39237_lociStitched	chr7	65814026	65824960	3	1733	2041.3778	1308.7998	9186	0
1_Peak_39848_lociStitched	chr10	12647451	12648570	1	1120	871.5891	139.0917	9187	0
2_Peak_48197_lociStitched	chr9	91768256	91770428	2	957	1055.8092	323.4108	9188	0
1_Peak_41091_lociStitched	chr1	11434513	11436168	1	1656	935.075	202.7375	9189	0
2_Peak_79114_lociStitched	chr7	5674017	5682582	2	1134	1780.6635	1048.356	9190	0
Peak_27343	chr19	52239671	52240738	1	1068	855.0938	122.9184	9191	0
1_Peak_28735_lociStitched	chr19	36822246	36823408	1	1163	873.1268	141.0668	9192	0
1_Peak_46219_lociStitched	chr4	71600059	71601817	1	1759	894.2946	162.2634	9193	0
2_Peak_42889_lociStitched	chr16	88947331	88949583	2	1099	926.9232	195.0232	9194	0
1_Peak_19709_lociStitched	chr22	29810829	29811721	1	893	824.1188	92.322	9195	0
2_Peak_41820_lociStitched	chr16	72047018	72048594	2	1450	920.384	188.6472	9196	0
1_Peak_19712_lociStitched	chr4	142254091	142255028	1	938	795.7004	63.9971	9197	0
2_Peak_37907_lociStitched	chr18	12415736	12420614	2	1281	1302.9138	571.2138	9198	0
2_Peak_87902_lociStitched	chr17	8295747	8297550	2	1724	973.8003	242.1429	9199	0
3_Peak_59858_lociStitched	chr10	20112426	20118062	3	1390	1327.278	595.7252	9200	0
1_Peak_24982_lociStitched	chr10	31966625	31967998	1	1374	953.1366	221.7395	9201	0
2_Peak_83515_lociStitched	chr7	47419558	47432411	2	1082	2151.5922	1420.2565	9202	0
2_Peak_30055_lociStitched	chr11	68637242	68648686	2	1289	1852.7836	1121.512	9203	0
2_Peak_33714_lociStitched	chr22	32266599	32267884	2	1081	941.134	210.0975	9204	0
1_Peak_23496_lociStitched	chr12	53814564	53815461	1	898	829.9044	99.1185	9205	0
3_Peak_63695_lociStitched	chr10	112287448	112290349	3	1476	1085.8443	355.0824	9206	0
1_Peak_21013_lociStitched	chr6	125684408	125685315	1	908	847.8636	117.3658	9207	0
3_Peak_39810_lociStitched	chr18	56486665	56496493	3	1393	1776.9024	1046.682	9208	0
3_Peak_38697_lociStitched	chr8	129551928	129554459	3	1182	1049.8588	319.6653	9209	0
2_Peak_43527_lociStitched	chr18	20046640	20051106	2	1189	1211.6258	481.4348	9210	0
1_Peak_29596_lociStitched	chr15	58552135	58553494	1	1360	876.6909	146.5002	9211	0
3_Peak_24278_lociStitched	chr2	64954561	64959112	3	1228	1241.0577	511.0773	9212	0
2_Peak_29037_lociStitched	chr6	88400803	88406941	2	1290	1431.3816	701.5734	9213	0
3_Peak_95277_lociStitched	chr7	139758675	139761188	3	1662	1045.6593	315.8841	9214	0
1_Peak_26884_lociStitched	chr2	228727523	228728638	1	1116	835.0235	105.479	9215	0
1_Peak_31730_lociStitched	chr2	203113630	203115060	1	1431	804.947	75.933	9216	0
3_Peak_63403_lociStitched	chr2	39694557	39697264	3	1756	1093.8987	364.9036	9217	0
3_Peak_52659_lociStitched	chr10	49832152	49843367	3	1427	2320.3835	1591.4085	9218	0
1_Peak_23251_lociStitched	chr2	121044580	121045438	1	859	803.3454	74.4744	9219	0
2_Peak_56848_lociStitched	chr14	20957763	20962182	2	975	1138.3344	409.6413	9220	0
4_Peak_72912_lociStitched	chr3	121951993	121967166	4	2059	2526.3045	1798.0005	9221	0
2_Peak_28916_lociStitched	chr2	56088861	56090840	2	914	934.6817	206.6076	9222	0
2_Peak_85111_lociStitched	chr3	141195765	141203097	2	1293	1563.1824	835.1148	9223	0
2_Peak_30053_lociStitched	chr11	19867610	19869211	2	1443	874.146	146.1713	9224	0
3_Peak_32205_lociStitched	chr21	16048603	16059593	3	1467	1972.705	1245.167	9225	0
Peak_22906	chr19	17953105	17954064	1	960	854.7567	127.6429	9226	0
3_Peak_50398_lociStitched	chr3	128433625	128438328	3	1210	1191.2699	464.1861	9227	0
2_Peak_44579_lociStitched	chr16	90109714	90111215	2	1338	907.0543	180.12	9228	0
2_Peak_51929_lociStitched	chr2	198103529	198105147	2	1095	916.4352	189.6296	9229	0
1_Peak_34427_lociStitched	chr16	88919943	88921531	1	1589	857.9964	131.4864	9230	0
2_Peak_77924_lociStitched	chr11	34585739	34586907	2	964	841.3104	115.2816	9231	0
1_Peak_19086_lociStitched	chr15	40268480	40269328	1	849	821.288	95.3152	9232	0
2_Peak_35250_lociStitched	chr9	80636476	80638281	2	1327	974.339	248.5485	9233	0
2_Peak_16020_lociStitched	chr2	158102569	158103915	2	1039	842.8652	117.102	9234	0
2_Peak_31635_lociStitched	chr7	111743592	111753005	2	1304	1718.8138	993.0715	9235	0
