#HG_Serous_550_IP Enhancers
#Created from /media/Data01/Marcos/MTF/histologies/RoseRes/HG_Serous_550_IP_12KB_STITCHED_TSS_DISTAL_ENHANCER_REGION_MAP.txt
#Ranked by HG_Serous_550_IP.nodup.bam
#Using cutoff of 6146.2695 for Super-Enhancers
#Created on Oct 25 2018 
REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	HG_Serous_550_IP.nodup.bam	HG_Serous_550_Input.nodup.bam	enhancerRank	isSuper
1_Peak_23909_lociStitched	chr18	8623363	8624166	1	804	396.1199	79.3364	6729	0
1_Peak_16685_lociStitched	chr18	43355268	43355872	1	605	382.936	66.1984	6730	0
1_Peak_17368_lociStitched	chr14	61501200	61501915	1	716	354.211	37.5375	6731	0
1_Peak_27793_lociStitched	chr1	27126026	27126782	1	757	385.4088	68.9472	6732	0
2_Peak_39384_lociStitched	chr14	64662630	64663930	2	548	458.51	142.09	6733	0
1_Peak_25603_lociStitched	chr5	65117957	65118789	1	833	412.0896	95.7632	6734	0
2_Peak_23031_lociStitched	chr4	47012750	47013495	2	619	351.8635	35.6855	6735	0
2_Peak_15874_lociStitched	chr14	106452223	106453153	2	579	337.962	22.041	6736	0
1_Peak_23290_lociStitched	chr7	50108333	50109058	1	726	411.075	95.3375	6737	0
2_Peak_31099_lociStitched	chr1	86076836	86077714	2	717	342.6834	26.9546	6738	0
1_Peak_24016_lociStitched	chr17	17862627	17863278	1	652	376.6035	61.0638	6739	0
1_Peak_14644_lociStitched	chrX	152601723	152602282	1	560	369.7785	54.782	6740	0
2_Peak_38106_lociStitched	chr4	7907432	7912679	2	531	926.6202	611.8002	6741	0
1_Peak_30968_lociStitched	chr5	171577561	171578249	1	689	421.9504	107.2592	6742	0
1_Peak_27288_lociStitched	chr14	85999632	86000442	1	811	378.999	64.476	6743	0
2_Peak_36774_lociStitched	chr1	94430703	94432411	2	419	450.2288	135.786	6744	0
2_Peak_45787_lociStitched	chr2	54983053	54984928	2	583	460.125	145.6875	6745	0
3_Peak_34161_lociStitched	chr15	63505088	63506640	3	847	476.9296	162.4944	6746	0
2_Peak_30731_lociStitched	chr6	64062347	64063405	2	658	462.7692	148.4374	6747	0
1_Peak_33192_lociStitched	chr2	28646601	28647354	1	754	420.174	106.0977	6748	0
1_Peak_17451_lociStitched	chr6	109103259	109103883	1	625	373.464	59.4672	6749	0
3_Peak_43370_lociStitched	chr19	35657554	35658763	3	819	408.5211	94.5438	6750	0
2_Peak_59380_lociStitched	chr18	3661256	3666208	2	491	840.8496	526.8928	6751	0
2_Peak_26762_lociStitched	chr1	46391197	46392212	2	680	437.9725	124.033	6752	0
2_Peak_42394_lociStitched	chr2	120686618	120687716	2	726	369.9162	55.998	6753	0
1_Peak_32744_lociStitched	chr21	32554667	32555233	1	567	385.5592	71.6556	6754	0
2_Peak_22413_lociStitched	chr7	87219755	87230144	2	790	1458.6156	1144.8678	6755	0
1_Peak_28742_lociStitched	chr5	39058072	39058709	1	638	361.4975	48.2209	6756	0
1_Peak_19540_lociStitched	chr12	110980560	110981201	1	642	344.6016	31.3449	6757	0
2_Peak_38122_lociStitched	chr9	35912957	35924341	2	687	1482.1968	1169.1368	6758	0
2_Peak_54371_lociStitched	chr6	137038812	137042095	2	483	661.1962	348.3263	6759	0
1_Peak_30931_lociStitched	chr7	19146934	19147775	1	842	366.4237	53.5717	6760	0
2_Peak_21766_lociStitched	chr12	118604405	118605253	2	654	418.8272	106	6761	0
2_Peak_23612_lociStitched	chr4	75071978	75072818	2	682	371.532	58.716	6762	0
1_Peak_23453_lociStitched	chr15	70551122	70551672	1	551	361.79	49.17	6763	0
1_Peak_27410_lociStitched	chr4	38178545	38179454	1	910	402.687	90.1728	6764	0
2_Peak_73815_lociStitched	chr1	31296591	31297377	2	559	419.0166	106.503	6765	0
2_Peak_58533_lociStitched	chr15	39464225	39465641	2	441	509.6184	197.532	6766	0
2_Peak_33367_lociStitched	chr6	166901325	166902210	2	565	431.88	119.9175	6767	0
2_Peak_75117_lociStitched	chr3	64172615	64173596	2	715	403.5834	91.6254	6768	0
1_Peak_52426_lociStitched	chr16	88449433	88450209	1	777	369.0656	57.1912	6769	0
2_Peak_62929_lociStitched	chr3	11213776	11214854	2	747	383.9836	72.765	6770	0
1_Peak_14543_lociStitched	chr5	424839	425404	1	566	358.21	47.008	6771	0
2_Peak_49254_lociStitched	chr1	151282405	151284696	2	695	549.84	238.7222	6772	0
2_Peak_17791_lociStitched	chr11	63618591	63619350	2	660	396.2739	85.1598	6773	0
2_Peak_42035_lociStitched	chr11	88060939	88068915	2	774	979.4528	668.3888	6774	0
2_Peak_31187_lociStitched	chr14	94405584	94406606	2	727	391.2216	80.227	6775	0
2_Peak_29675_lociStitched	chr12	7175858	7186508	2	521	1335.51	1024.53	6776	0
2_Peak_38186_lociStitched	chr8	62442305	62443165	2	699	388.118	77.228	6777	0
1_Peak_18957_lociStitched	chr3	45638371	45638981	1	611	372.893	62.342	6778	0
2_Peak_29699_lociStitched	chr14	22803179	22807540	2	282	699.0683	388.5651	6779	0
2_Peak_34417_lociStitched	chr11	85463424	85464649	2	701	418.0925	107.8	6780	0
2_Peak_59410_lociStitched	chr19	14238583	14239674	2	921	421.5624	111.7184	6781	0
2_Peak_86117_lociStitched	chr12	103150229	103151743	2	592	466.4634	156.699	6782	0
1_Peak_39138_lociStitched	chr1	120204309	120205180	1	872	399.8761	90.1485	6783	0
2_Peak_19397_lociStitched	chr11	64992818	64993569	2	647	341.0291	31.3167	6784	0
1_Peak_29464_lociStitched	chr19	55304365	55304978	1	614	390.5423	80.9773	6785	0
1_Peak_24462_lociStitched	chr3	29376748	29377503	1	756	352.9625	43.4125	6786	0
3_Peak_35225_lociStitched	chrX	23820885	23822132	3	730	434.4548	125.3235	6787	0
1_Peak_21715_lociStitched	chr5	153600921	153601531	1	611	365.024	55.937	6788	0
1_Peak_24401_lociStitched	chr15	66099611	66100454	1	844	354.3129	45.522	6789	0
1_Peak_26495_lociStitched	chr15	92237476	92238168	1	693	400.7372	91.9668	6790	0
2_Peak_31596_lociStitched	chr1	167518131	167519277	2	681	416.9148	108.1824	6791	0
1_Peak_29852_lociStitched	chr3	105895115	105896127	1	1013	406.9252	98.2652	6792	0
1_Peak_29574_lociStitched	chr9	95168732	95169444	1	713	407.4776	98.8256	6793	0
1_Peak_28125_lociStitched	chr1	41267796	41268567	1	772	364.9914	56.5143	6794	0
2_Peak_52421_lociStitched	chr16	49612373	49615078	2	740	605.6495	297.2795	6795	0
1_Peak_39136_lociStitched	chr1	11710284	11711283	1	1000	397.8018	89.7102	6796	0
1_Peak_16005_lociStitched	chr10	130008688	130009200	1	513	358.5024	50.5856	6797	0
1_Peak_28100_lociStitched	chr7	7608820	7609654	1	835	386.2254	78.3126	6798	0
1_Peak_25201_lociStitched	chr2	61046391	61047292	1	902	380.6725	72.8008	6799	0
1_Peak_10914_lociStitched	chr8	21867878	21868259	1	382	371.0559	63.5889	6800	0
2_Peak_29161_lociStitched	chr2	31546881	31547672	2	661	339.5763	32.1937	6801	0
3_Peak_47811_lociStitched	chr1	1564264	1565130	3	652	410.484	103.3138	6802	0
2_Peak_86337_lociStitched	chr19	1336091	1345628	2	1049	1387.6335	1080.5421	6803	0
1_Peak_24214_lociStitched	chr6	1554826	1555463	1	638	364.7462	58.2218	6804	0
1_Peak_22502_lociStitched	chr2	85999924	86000683	1	760	386.7105	80.3022	6805	0
1_Peak_22211_lociStitched	chr6	30459098	30459718	1	621	372.93	66.526	6806	0
2_Peak_39904_lociStitched	chr7	130585189	130586630	2	469	491.6692	185.3126	6807	0
1_Peak_28005_lociStitched	chr17	33695369	33696136	1	768	369.5406	63.2775	6808	0
2_Peak_53658_lociStitched	chr19	56061022	56064595	2	792	669.9375	363.7314	6809	0
2_Peak_28435_lociStitched	chr10	79313175	79314258	2	702	439.9146	133.9671	6810	0
2_Peak_42403_lociStitched	chr2	145417981	145421430	2	700	590.4688	284.5425	6811	0
2_Peak_24033_lociStitched	chr2	113855294	113856162	2	670	384.3504	78.7276	6812	0
1_Peak_31478_lociStitched	chr7	91808404	91809118	1	715	356.0718	50.9082	6813	0
2_Peak_103278_lociStitched	chr19	2578530	2579351	2	718	391.617	86.6155	6814	0
2_Peak_28195_lociStitched	chr11	67780461	67781513	2	621	442.1556	137.1808	6815	0
1_Peak_52528_lociStitched	chr9	132199460	132200288	1	829	453.8268	148.9572	6816	0
1_Peak_18686_lociStitched	chr20	37678351	37679016	1	666	382.0425	77.2065	6817	0
1_Peak_85208_lociStitched	chr8	30580439	30581256	1	818	417.0785	112.2558	6818	0
2_Peak_21002_lociStitched	chr11	72783853	72784778	2	772	363.6175	58.9225	6819	0
1_Peak_29902_lociStitched	chr4	159731300	159732088	1	789	357.9096	53.3476	6820	0
1_Peak_25605_lociStitched	chr5	81708844	81709404	1	561	365.456	61.04	6821	0
2_Peak_76650_lociStitched	chr2	43614063	43614939	2	703	382.2864	77.8764	6822	0
2_Peak_42184_lociStitched	chr15	22550802	22552754	2	502	412.0672	107.7504	6823	0
2_Peak_56555_lociStitched	chr2	111807901	111812151	2	628	822.375	518.075	6824	0
1_Peak_18843_lociStitched	chr22	42443295	42443857	1	563	340.7968	36.6424	6825	0
1_Peak_12011_lociStitched	chr12	93985126	93985588	1	463	367.521	63.4788	6826	0
1_Peak_18443_lociStitched	chr1	33926118	33926761	1	644	364.3238	60.5063	6827	0
1_Peak_31612_lociStitched	chr17	235088	235995	1	908	385.7471	81.9928	6828	0
2_Peak_68725_lociStitched	chr6	33048109	33048888	2	634	398.1469	94.4148	6829	0
1_Peak_23044_lociStitched	chr5	50040196	50041209	1	1014	401.148	97.4506	6830	0
2_Peak_45370_lociStitched	chr12	123030165	123031183	2	677	363.426	59.8584	6831	0
2_Peak_60789_lociStitched	chr13	97767393	97778678	2	661	1443.3515	1139.785	6832	0
3_Peak_20227_lociStitched	chr17	17198839	17204426	3	730	814.0259	510.6518	6833	0
1_Peak_10640_lociStitched	chr10	35420773	35421182	1	410	334.8892	31.6157	6834	0
1_Peak_18388_lociStitched	chr6	34351795	34352354	1	560	349.8781	46.6765	6835	0
1_Peak_24454_lociStitched	chr3	133143572	133144379	1	808	373.8024	70.6125	6836	0
1_Peak_21547_lociStitched	chr18	55643085	55643640	1	556	335.442	32.4675	6837	0
2_Peak_34673_lociStitched	chr10	63156665	63157588	2	522	393.198	90.2694	6838	0
2_Peak_102735_lociStitched	chr11	85751370	85752993	2	519	455.9007	153.3735	6839	0
1_Peak_26165_lociStitched	chr5	72682704	72683464	1	761	336.68	34.2	6840	0
2_Peak_15850_lociStitched	chr20	30467195	30467860	2	500	373.996	71.554	6841	0
1_Peak_19456_lociStitched	chr20	35700927	35701557	1	631	333.963	31.626	6842	0
1_Peak_14841_lociStitched	chr16	53552961	53553423	1	463	355.8324	53.6844	6843	0
1_Peak_25453_lociStitched	chr17	33567545	33568308	1	764	383.4075	81.2595	6844	0
3_Peak_36356_lociStitched	chr9	135951104	135952647	3	637	427.8739	126.0631	6845	0
1_Peak_15782_lociStitched	chr6	39498110	39498649	1	540	345.6607	43.8746	6846	0
3_Peak_88037_lociStitched	chr1	76759433	76760841	3	594	385.792	84.1984	6847	0
1_Peak_23999_lociStitched	chr13	50939798	50940587	1	790	409.0176	107.4618	6848	0
1_Peak_41721_lociStitched	chr3	18782531	18783473	1	943	406.2846	104.7504	6849	0
2_Peak_23786_lociStitched	chr7	111752140	111753417	2	765	449.504	148.0043	6850	0
2_Peak_87822_lociStitched	chr16	49433827	49434806	2	827	423.6133	122.1792	6851	0
2_Peak_73770_lociStitched	chr1	210410125	210411265	2	593	374.604	73.416	6852	0
1_Peak_38625_lociStitched	chr4	154036805	154037821	1	1017	424.4848	123.3424	6853	0
2_Peak_29745_lociStitched	chr17	13249858	13250900	2	716	363.4496	62.3116	6854	0
2_Peak_49049_lociStitched	chr1	17961725	17973860	2	442	1566.6285	1265.6805	6855	0
3_Peak_42177_lociStitched	chr14	91961034	91962177	3	630	361.9881	61.2648	6856	0
2_Peak_32904_lociStitched	chr10	134330130	134331225	2	620	446.4315	145.7445	6857	0
2_Peak_22692_lociStitched	chr15	71036178	71037002	2	694	370.8824	70.6168	6858	0
2_Peak_26156_lociStitched	chr4	86623845	86624742	2	725	327.7638	27.7173	6859	0
1_Peak_15421_lociStitched	chr13	30688640	30689196	1	557	376.9124	76.8948	6860	0
2_Peak_20771_lociStitched	chr2	97282765	97283689	2	681	394.2708	94.3404	6861	0
2_Peak_26483_lociStitched	chr13	111719122	111720197	2	518	416.3475	116.53	6862	0
1_Peak_46505_lociStitched	chr1	1397361	1398366	1	1006	430.4415	130.65	6863	0
2_Peak_48374_lociStitched	chr19	14150303	14153954	2	656	650.9733	351.2262	6864	0
2_Peak_40061_lociStitched	chr13	52532476	52533957	2	976	444.7443	145.2861	6865	0
2_Peak_68235_lociStitched	chr2	235904167	235905273	2	516	396.0586	96.6644	6866	0
1_Peak_39100_lociStitched	chr8	27405240	27405946	1	707	399.949	100.8168	6867	0
1_Peak_21352_lociStitched	chr12	125339357	125340111	1	755	403.5408	104.429	6868	0
2_Peak_18026_lociStitched	chr10	91043265	91056203	2	1075	1561.6166	1262.7488	6869	0
1_Peak_31575_lociStitched	chr1	147718515	147719032	1	518	440.2255	141.6063	6870	0
1_Peak_22338_lociStitched	chr19	41969132	41969608	1	477	340.4828	41.9832	6871	0
1_Peak_25247_lociStitched	chr17	37773951	37774621	1	671	337.01	38.525	6872	0
2_Peak_59879_lociStitched	chr5	1118840	1129684	2	421	1592.9836	1294.7736	6873	0
1_Peak_24986_lociStitched	chr10	95262633	95263382	1	750	383.5629	85.4609	6874	0
2_Peak_29647_lociStitched	chr11	82851848	82852864	2	812	398.1704	100.584	6875	0
2_Peak_75254_lociStitched	chr5	172369970	172370805	2	537	366.064	68.637	6876	0
1_Peak_25520_lociStitched	chr2	9403214	9403932	1	719	394.1102	96.7146	6877	0
2_Peak_28712_lociStitched	chr4	169799082	169802351	2	770	623.0714	325.9193	6878	0
2_Peak_37581_lociStitched	chr4	154573116	154576960	2	747	656.1708	359.0296	6879	0
1_Peak_30039_lociStitched	chr20	17787026	17787884	1	859	370.9134	73.788	6880	0
1_Peak_28220_lociStitched	chr2	85817804	85818684	1	881	406.56	109.472	6881	0
1_Peak_54815_lociStitched	chr12	125197748	125198313	1	566	393.0705	95.9935	6882	0
2_Peak_73822_lociStitched	chr1	36488681	36489717	2	755	411.1884	114.1672	6883	0
1_Peak_25306_lociStitched	chr8	42034504	42035235	1	732	353.1461	56.2139	6884	0
1_Peak_47624_lociStitched	chr6	27759544	27760393	1	850	394.2756	97.5501	6885	0
1_Peak_18964_lociStitched	chr6	110360885	110361435	1	551	363.275	66.715	6886	0
2_Peak_33597_lociStitched	chr11	19798778	19799787	2	835	418.4323	121.8872	6887	0
1_Peak_19447_lociStitched	chr2	190656071	190656785	1	715	369.2094	72.7566	6888	0
1_Peak_24341_lociStitched	chr1	26316706	26317558	1	853	377.7768	81.4512	6889	0
2_Peak_24440_lociStitched	chr2	70129165	70130054	2	614	362.2675	66.0527	6890	0
2_Peak_34753_lociStitched	chr13	44906048	44907055	2	824	362.9228	66.7641	6891	0
Peak_17539	chr17	76116640	76117338	1	699	359.0512	62.9596	6892	0
1_Peak_31641_lociStitched	chr4	915846	916731	1	886	347.274	51.2415	6893	0
1_Peak_29118_lociStitched	chr16	66906824	66907565	1	742	352.8642	56.9088	6894	0
2_Peak_16883_lociStitched	chr5	74862353	74871240	2	724	975.7926	679.8555	6895	0
1_Peak_28809_lociStitched	chr8	99394366	99395216	1	851	396.1	100.215	6896	0
2_Peak_44895_lociStitched	chr7	116270652	116271520	2	792	393.1172	97.3028	6897	0
2_Peak_30291_lociStitched	chr9	33988386	33989444	2	768	381.0916	85.3806	6898	0
2_Peak_29762_lociStitched	chr17	72516620	72517703	2	566	408.5076	112.8486	6899	0
2_Peak_23034_lociStitched	chr4	87918845	87919987	2	638	417.5152	122.0798	6900	0
2_Peak_25969_lociStitched	chr1	94712745	94713533	2	710	327.4928	32.0716	6901	0
2_Peak_22485_lociStitched	chr16	84565517	84566595	2	689	432.1702	136.906	6902	0
1_Peak_28633_lociStitched	chr2	242743426	242744075	1	650	339.2323	44.0671	6903	0
1_Peak_30919_lociStitched	chr19	36100562	36101407	1	846	351.7735	56.784	6904	0
1_Peak_54824_lociStitched	chr3	185785075	185785626	1	552	417.658	122.7077	6905	0
1_Peak_30836_lociStitched	chr19	6862828	6863683	1	856	349.695	54.891	6906	0
2_Peak_39697_lociStitched	chr22	35843708	35844574	2	600	397.5806	102.8808	6907	0
1_Peak_19107_lociStitched	chr2	26634923	26635582	1	660	361.2638	66.6249	6908	0
1_Peak_17991_lociStitched	chr6	132452221	132452779	1	559	346.3506	51.7824	6909	0
2_Peak_44711_lociStitched	chr3	178734615	178735744	2	816	392.3275	97.7714	6910	0
1_Peak_16156_lociStitched	chr22	46170894	46171449	1	556	330.3915	35.964	6911	0
1_Peak_24109_lociStitched	chr11	60771929	60772522	1	594	369.4983	75.0738	6912	0
1_Peak_15999_lociStitched	chr8	128902452	128903088	1	637	367.9896	73.5852	6913	0
2_Peak_56278_lociStitched	chr1	182089523	182090476	2	876	405.2156	110.9292	6914	0
2_Peak_26668_lociStitched	chr15	38421953	38422785	2	668	411.6736	117.6448	6915	0
2_Peak_24513_lociStitched	chr9	128586086	128592298	2	606	863.468	569.6404	6916	0
1_Peak_34112_lociStitched	chr11	115127288	115128168	1	881	358.864	65.472	6917	0
1_Peak_21573_lociStitched	chr2	25383967	25384484	1	518	354.0416	60.7475	6918	0
1_Peak_30103_lociStitched	chr1	55678212	55679152	1	941	339.622	46.53	6919	0
1_Peak_39680_lociStitched	chr21	39679552	39680144	1	593	341.4656	48.544	6920	0
2_Peak_77636_lociStitched	chr1	220157797	220161859	2	625	699.0702	406.2	6921	0
2_Peak_56399_lociStitched	chr12	49374747	49375616	2	638	389.6596	96.8935	6922	0
1_Peak_22838_lociStitched	chr4	8230130	8230850	1	721	393.768	101.016	6923	0
2_Peak_37267_lociStitched	chr6	53174126	53175050	2	820	411.2724	118.6416	6924	0
1_Peak_18108_lociStitched	chr5	14993018	14993569	1	552	346.3586	53.8327	6925	0
2_Peak_27479_lociStitched	chr8	90993758	90994660	2	726	358.4548	65.9362	6926	0
2_Peak_43265_lociStitched	chr13	41082711	41089659	2	762	946.3176	653.8068	6927	0
2_Peak_67550_lociStitched	chr8	38722677	38723663	2	411	376.4548	84.0072	6928	0
1_Peak_15452_lociStitched	chr22	29156219	29156678	1	460	359.2593	67.1976	6929	0
2_Peak_33314_lociStitched	chr4	2513347	2514067	2	587	384.12	92.088	6930	0
1_Peak_24690_lociStitched	chr12	40586649	40587532	1	884	392.1403	100.1322	6931	0
1_Peak_40038_lociStitched	chrX	78179026	78179702	1	677	335.7692	43.8048	6932	0
2_Peak_75460_lociStitched	chr7	158807847	158809060	2	996	415.8164	123.9686	6933	0
2_Peak_94435_lociStitched	chr6	37503737	37506022	2	456	523.265	231.4705	6934	0
1_Peak_22180_lociStitched	chr19	53039309	53039897	1	589	375.5556	83.79	6935	0
1_Peak_19162_lociStitched	chr15	63902581	63903155	1	575	344.6296	53.0376	6936	0
1_Peak_62346_lociStitched	chr12	125183282	125183901	1	620	369.9763	78.5511	6937	0
2_Peak_31501_lociStitched	chr9	125663389	125664140	2	591	341.5548	50.4672	6938	0
1_Peak_37687_lociStitched	chr13	113807702	113808307	1	606	357.8575	66.792	6939	0
2_Peak_29890_lociStitched	chr4	114213270	114214262	2	789	352.0608	61.008	6940	0
1_Peak_28140_lociStitched	chr19	39055608	39056413	1	806	359.5935	68.586	6941	0
Peak_22703	chr19	1087865	1088565	1	701	379.12	88.13	6942	0
1_Peak_33674_lociStitched	chr19	55813069	55813740	1	672	381.9332	91.1218	6943	0
1_Peak_16957_lociStitched	chr20	50348574	50349087	1	514	335.2968	44.5797	6944	0
1_Peak_29315_lociStitched	chr7	143088718	143089326	1	609	401.0368	110.352	6945	0
1_Peak_30741_lociStitched	chr7	95237204	95237962	1	759	350.2718	59.8062	6946	0
2_Peak_22960_lociStitched	chr18	29620290	29622262	2	449	445.2776	154.9992	6947	0
2_Peak_43342_lociStitched	chr1	182271845	182273473	2	694	450.142	159.8696	6948	0
2_Peak_82274_lociStitched	chr10	119368447	119369995	2	415	438.084	147.834	6949	0
2_Peak_30709_lociStitched	chr5	126564974	126565685	2	606	392.2587	102.0996	6950	0
1_Peak_23241_lociStitched	chr9	78912661	78913398	1	738	349.5591	59.8444	6951	0
2_Peak_35855_lociStitched	chr17	36599368	36600559	2	664	423.4005	133.8684	6952	0
2_Peak_58424_lociStitched	chr1	23903310	23904369	2	639	435.3549	146.0361	6953	0
2_Peak_49668_lociStitched	chr3	184231644	184243547	2	780	1296.2367	1006.9938	6954	0
2_Peak_55283_lociStitched	chr20	30429630	30430887	2	482	402.6171	113.3814	6955	0
1_Peak_47828_lociStitched	chr1	171623484	171624291	1	808	400.9983	111.7695	6956	0
1_Peak_38176_lociStitched	chr5	142779910	142780662	1	753	305.9888	16.8448	6957	0
1_Peak_31577_lociStitched	chr2	42068159	42068651	1	493	391.7304	102.6312	6958	0
2_Peak_56775_lociStitched	chr9	115950313	115951515	2	616	378.2694	89.3086	6959	0
1_Peak_30275_lociStitched	chr2	217500851	217501787	1	937	359.9856	71.0424	6960	0
1_Peak_25683_lociStitched	chrX	13141505	13142212	1	708	343.8141	54.9339	6961	0
1_Peak_21968_lociStitched	chr13	49720747	49721558	1	812	350.9197	62.1226	6962	0
2_Peak_24861_lociStitched	chr22	39662226	39663054	2	720	364.4028	75.8448	6963	0
2_Peak_36792_lociStitched	chr10	80095453	80096492	2	871	355.1302	66.8077	6964	0
2_Peak_25045_lociStitched	chr3	33700507	33701318	2	613	377.1961	89.0478	6965	0
2_Peak_51790_lociStitched	chr8	101877740	101878728	2	714	380.1824	92.2792	6966	0
1_Peak_16043_lociStitched	chr21	45336719	45337175	1	457	367.308	79.4808	6967	0
2_Peak_24815_lociStitched	chr12	99139287	99140033	2	639	367.7034	79.8966	6968	0
2_Peak_27927_lociStitched	chr9	139694717	139695562	2	607	411.684	123.9615	6969	0
2_Peak_24387_lociStitched	chr13	50114285	50115117	2	718	369.408	81.7856	6970	0
1_Peak_25251_lociStitched	chr2	121624609	121625400	1	792	345.2715	57.6639	6971	0
1_Peak_24357_lociStitched	chr10	74836306	74836985	1	680	336.5803	49.2275	6972	0
2_Peak_27358_lociStitched	chr2	238524481	238525367	2	793	363.7916	76.4618	6973	0
1_Peak_14193_lociStitched	chr5	180587244	180587686	1	443	326.638	39.3822	6974	0
2_Peak_62197_lociStitched	chr15	42259412	42260387	2	663	329.0625	41.8275	6975	0
1_Peak_18447_lociStitched	chr12	53738393	53739042	1	650	361.7526	74.635	6976	0
2_Peak_31643_lociStitched	chr5	149465105	149466096	2	538	360.2285	73.1358	6977	0
2_Peak_20495_lociStitched	chr6	53556051	53556828	2	583	383.9934	97.2027	6978	0
1_Peak_19822_lociStitched	chr9	100931096	100931885	1	790	373.8282	87.1056	6979	0
1_Peak_39023_lociStitched	chr4	154389233	154390039	1	807	396.552	110.019	6980	0
2_Peak_25473_lociStitched	chr17	73567198	73567906	2	560	397.188	110.7312	6981	0
2_Peak_39205_lociStitched	chr1	47141205	47142007	2	611	352.6394	66.4858	6982	0
2_Peak_54190_lociStitched	chr4	6900662	6901857	2	637	427.093	141.249	6983	0
Peak_22923	chr12	6542647	6543421	1	775	361.3806	75.5424	6984	0
3_Peak_32954_lociStitched	chr11	66495080	66496213	3	665	394.9638	109.2212	6985	0
1_Peak_85213_lociStitched	chr9	139159239	139159974	1	736	352.5795	66.885	6986	0
1_Peak_28469_lociStitched	chr11	86651045	86651714	1	670	339.2499	53.5869	6987	0
2_Peak_20226_lociStitched	chr16	89660485	89661520	2	555	376.6365	90.9765	6988	0
2_Peak_47358_lociStitched	chr3	101108718	101109605	2	657	338.4792	52.8652	6989	0
1_Peak_22096_lociStitched	chr10	80807901	80808582	1	682	316.5969	30.9855	6990	0
2_Peak_80701_lociStitched	chr16	56312773	56313650	2	681	358.5176	73.0541	6991	0
1_Peak_21866_lociStitched	chr1	237033508	237034064	1	557	336.9916	51.6524	6992	0
1_Peak_32941_lociStitched	chr11	41329944	41330749	1	806	367.402	82.11	6993	0
1_Peak_20758_lociStitched	chr7	150711066	150711574	1	509	339.5472	54.4068	6994	0
1_Peak_37210_lociStitched	chr5	158381067	158381891	1	825	363.6312	78.6096	6995	0
1_Peak_25943_lociStitched	chr1	183811304	183812140	1	837	359.1456	74.1532	6996	0
1_Peak_15997_lociStitched	chr7	63386898	63387305	1	408	344.1999	59.2592	6997	0
1_Peak_56439_lociStitched	chr15	39765075	39765803	1	729	349.1488	64.2824	6998	0
2_Peak_90232_lociStitched	chr1	109796746	109798221	2	431	466.985	182.4575	6999	0
2_Peak_85204_lociStitched	chr7	155516793	155517634	2	676	419.5749	135.2328	7000	0
2_Peak_19693_lociStitched	chr13	79967660	79968592	2	585	388.644	104.384	7001	0
1_Peak_19388_lociStitched	chr10	17104753	17105285	1	533	322.8176	38.57	7002	0
2_Peak_70334_lociStitched	chr15	75511284	75512331	2	742	349.3839	65.4375	7003	0
1_Peak_46781_lociStitched	chr22	36310948	36311565	1	618	359.6493	75.8293	7004	0
2_Peak_86155_lociStitched	chr12	9145082	9147903	2	562	599.4625	315.6699	7005	0
1_Peak_16853_lociStitched	chr2	1656614	1657281	1	668	340.4368	56.695	7006	0
2_Peak_52496_lociStitched	chr4	103352007	103352753	2	627	347.9344	64.3052	7007	0
1_Peak_15111_lociStitched	chr19	2239994	2240449	1	456	311.948	28.4375	7008	0
1_Peak_26582_lociStitched	chr7	42985186	42985783	1	598	357.3642	73.9086	7009	0
2_Peak_21109_lociStitched	chr6	88407770	88408627	2	624	346.1423	62.7324	7010	0
1_Peak_22478_lociStitched	chr15	41583405	41584119	1	715	351.7164	68.3298	7011	0
2_Peak_36785_lociStitched	chr10	4703970	4705861	2	371	488.6344	205.5517	7012	0
2_Peak_56696_lociStitched	chr5	31638803	31642570	2	440	766.9612	484.0595	7013	0
2_Peak_35196_lociStitched	chr9	37188163	37197851	2	587	1224.5632	941.6736	7014	0
2_Peak_36493_lociStitched	chr16	74529002	74530181	2	573	392.607	109.7649	7015	0
2_Peak_19170_lociStitched	chr6	157375196	157376385	2	692	382.7391	100.1138	7016	0
1_Peak_26148_lociStitched	chr4	147371676	147372534	1	859	343.8006	61.1754	7017	0
3_Peak_52988_lociStitched	chr10	80230993	80232046	3	727	333.5904	51.1758	7018	0
1_Peak_27646_lociStitched	chr16	4538567	4539223	1	657	329.0496	46.6416	7019	0
2_Peak_36120_lociStitched	chr12	93578081	93591398	2	864	1622.0106	1339.6902	7020	0
2_Peak_55840_lociStitched	chr10	116133427	116134382	2	811	334.9185	52.8115	7021	0
1_Peak_33083_lociStitched	chr16	85936058	85936777	1	720	341.525	59.4613	7022	0
1_Peak_22673_lociStitched	chr1	226270591	226271191	1	601	370.56	88.5	7023	0
2_Peak_20115_lociStitched	chr9	6080083	6080752	2	420	348.0807	66.231	7024	0
1_Peak_17772_lociStitched	chr1	23961666	23962077	1	412	304.7154	22.9749	7025	0
2_Peak_25276_lociStitched	chr20	32366001	32366861	2	598	400.588	118.852	7026	0
1_Peak_26356_lociStitched	chr5	138467305	138468012	1	708	343.3899	61.7211	7027	0
1_Peak_26705_lociStitched	chr11	18742845	18743415	1	571	410.115	128.535	7028	0
1_Peak_23969_lociStitched	chr6	112005289	112005997	1	709	343.734	62.1624	7029	0
