REGION_ID	CHROM	START	STOP	NUM_LOCI	CONSTITUENT_SIZE	HG_Serous_550_IP.nodup.bam	HG_Serous_550_Input.nodup.bam	enhancerRank	OVERLAP_GENES	PROXIMAL_GENES	CLOSEST_GENE	enhancerRank.1	isSuper	ensembl_gene_id	hgnc_symbol	medianCPM	keyAnnotation
21_Peak_13937_lociStitched	chr14	106025267	106057845	21	12282	13347.2066	1166.2924	280		TMEM121	TMEM121	280	1	ENSG00000211890	IGHA2	0.578870171948836	1
22_Peak_10517_lociStitched	chr14	61790434	61817377	22	18980	14977.6137	2839.7922	281	PRKCH	TMEM30B	PRKCH	281	1	ENSG00000027075	PRKCH	9.13066493733357	1
1_Peak_307_lociStitched	chr6	74229407	74234111	1	4705	12689.9808	588.9408	282	EEF1A1		EEF1A1	282	1	ENSG00000156508	EEF1A1	3571.39867163378	1
5_Peak_30589_lociStitched	chr14	21132348	21153241	5	7458	14317.9729	2262.7119	283	ANG,RNASE4	OR6S1,RNASE4	ANG	283	1	ENSG00000214274	ANG	2.42185319984153	1
4_Peak_3775_lociStitched	chr3	69131405	69145531	4	11943	13832.1792	1784.1138	284	ARL6IP5	TMF1,UBA3,MIR3136,LMOD3	ARL6IP5	284	1	ENSG00000144746	ARL6IP5	51.938392269995	1
5_Peak_37283_lociStitched	chr7	134835121	134862770	5	5505	15135.0626	3102.2178	285	TMEM140,C7orf49	C7orf49,WDR91	C7orf49	285	1	ENSG00000272941		5.40661009973635	1
6_Peak_13211_lociStitched	chr6	26532142	26555405	6	9623	14467.2597	2449.5939	286	HMGN4	HCG11,BTN1A1,ABT1	HMGN4	286	1	ENSG00000182952	HMGN4	12.5938186842231	1
18_Peak_25907_lociStitched	chr3	133185163	133210880	18	14009	14936.4336	2934.3097	287	BFSP2		BFSP2	287	1	ENSG00000091527	CDV3	82.3409073681826	3
2_Peak_11926_lociStitched	chr17	61772358	61780322	2	7321	12998.0444	1003.464	288	STRADA,MAP3K3,LIMD2	STRADA	LIMD2	288	1	ENSG00000136490	LIMD2	9.94235682770309	1
7_Peak_12544_lociStitched	chr19	1646966	1672112	7	9555	14521.815	2532.2022	289	TCF3	UQCR11	TCF3	289	1	ENSG00000071564	TCF3	30.7504754869369	1
6_Peak_32085_lociStitched	chr7	25980572	26011383	6	9145	15759.8265	3792.8341	290	MIR148A		MIR148A	290	1	ENSG00000270933		0.976509150134864	1
3_Peak_717_lociStitched	chr5	149780584	149799657	3	8514	14083.5032	2132.3614	291	CD74	TCOF1,RPS14	CD74	291	1	ENSG00000019582	CD74	255.403302664156	1
11_Peak_29282_lociStitched	chr15	74237226	74300288	11	6857	19120.3984	7195.3742	292	PML,LOXL1,STOML1	PML	STOML1	292	1	ENSG00000067221	STOML1	7.52667041449237	1
Peak_726	chrX	153232053	153239757	1	7705	12817.1448	904.4496	293	HCFC1,TMEM187	MIR718,ARHGAP4,MIR3202-1,NAA10,RENBP,MIR3202-2,IRAK1	HCFC1	293	1	ENSG00000172534	HCFC1	59.4816815328286	1
16_Peak_21665_lociStitched	chr8	11710867	11756141	16	8157	17122.6268	5215.5648	294	CTSB		CTSB	294	1	ENSG00000164733	CTSB	509.608778865864	1
4_Peak_18532_lociStitched	chr13	41227164	41242046	4	6096	13493.5094	1614.697	295	FOXO1		FOXO1	295	1	ENSG00000150907	FOXO1	44.2747611643948	1
3_Peak_7059_lociStitched	chr12	4377825	4385661	3	7574	12977.9832	1119.7644	296	CCND2	C12orf5	CCND2	296	1	ENSG00000118971	CCND2	19.60232144871	1
2_Peak_12721_lociStitched	chr10	63656959	63664370	2	7221	12604.6288	807.799	297	ARID5B		ARID5B	297	1	ENSG00000150347	ARID5B	105.688656779001	1
10_Peak_24944_lociStitched	chr8	130983395	131029525	10	9938	16948.162	5161.947	298		FAM49B	FAM49B	298	1	ENSG00000153310	FAM49B	28.9845605756838	1
10_Peak_28760_lociStitched	chr6	159429831	159466103	10	12393	15694.8944	4011.6832	299	TAGAP	RSPH3	TAGAP	299	1	ENSG00000164691	TAGAP	1.81115118201202	1
10_Peak_3916_lociStitched	chr14	100525360	100546087	10	9690	13999.0158	2327.6421	300	EVL		EVL	300	1	ENSG00000196405	EVL	44.5670924743205	1
7_Peak_2421_lociStitched	chr1	150121050	150138227	7	9889	13904.7815	2238.1631	301	PLEKHO1		PLEKHO1	301	1	ENSG00000023902	PLEKHO1	13.9671976687172	1
20_Peak_27691_lociStitched	chr5	172280228	172331802	20	14502	17829.1318	6194.0374	302	ERGIC1		ERGIC1	302	1	ENSG00000113719	ERGIC1	182.15930024593	1
5_Peak_10869_lociStitched	chr16	19118803	19143100	5	8341	14403.2616	2782.0065	303	ITPRIPL2	COQ7,ITPRIPL2,SYT17	ITPRIPL2	303	1	ENSG00000205730	ITPRIPL2	90.915582144685	1
5_Peak_85200_lociStitched	chr6	35686036	35700749	5	5363	13380.0022	1761.1461	304	FKBP5,LOC285847	FKBP5,C6orf126,C6orf81,C6orf127	FKBP5	304	1	ENSG00000096060	FKBP5	23.9905665311522	1
11_Peak_3936_lociStitched	chr6	34618925	34644505	11	11140	14271.082	2655.204	305	C6orf106	C6orf106	C6orf106	305	1	ENSG00000196821	C6orf106	56.2899872980217	1
5_Peak_69730_lociStitched	chr10	45904140	45931672	5	7623	14319.3932	2706.3956	306	ALOX5		ALOX5	306	1	ENSG00000012779	ALOX5	5.58129502788532	1
29_Peak_22411_lociStitched	chr5	14146263	14226396	29	14577	20329.7421	8718.4704	307	TRIO		TRIO	307	1	ENSG00000038382	TRIO	82.1005516391462	1
4_Peak_25704_lociStitched	chr10	17257525	17273588	4	6342	13454.3688	1855.2765	308	VIM	TRDMT1	VIM	308	1	ENSG00000026025	VIM	270.017652195839	1
1_Peak_123_lociStitched	chr11	62606454	62610495	1	4042	12233.7234	669.5937	309	WDR74	SNORD29,SNHG1,SNORD31,SLC3A2,SNORD27,NXF1,SNORD26,STX5,SNORD30,SNORD28,SNORD22,TMEM223,SNORD25	WDR74	309	1	ENSG00000133316	WDR74	45.3777776642198	1
4_Peak_19515_lociStitched	chr11	61722140	61741820	4	5302	14100.72	2542.656	310	FTH1,BEST1	RAB3IL1	FTH1	310	1	ENSG00000167996	FTH1	750.302790856765	1
6_Peak_20493_lociStitched	chr22	24819643	24834301	6	5786	13369.5618	1814.6604	311	C22orf45,ADORA2A		ADORA2A	311	1	ENSG00000128271	ADORA2A	1.8142986911867	1
10_Peak_12165_lociStitched	chr5	173310372	173356256	10	8752	16229.1708	4707.6984	312	CPEB4		CPEB4	312	1	ENSG00000113742	CPEB4	21.863091136991	1
2_Peak_5642_lociStitched	chr1	27018721	27025141	2	2554	12235.878	729.954	313	ARID1A		ARID1A	313	1	ENSG00000117713	ARID1A	99.8805664486368	1
5_Peak_5934_lociStitched	chr1	2120508	2146197	5	6650	14432.0802	2931.1149	314	C1orf86,LOC100128003	SKI	C1orf86	314	1	ENSG00000162585	FAAP20	27.7802562571264	2
4_Peak_39351_lociStitched	chr12	57069435	57094632	4	7417	14047.3275	2617.9683	315	PTGES3	SNORD59B,BAZ2A,SNORD59A,NACA,ATP5B	PTGES3	315	1	ENSG00000110958	PTGES3	123.220213826288	1
15_Peak_35969_lociStitched	chr4	90209663	90240079	15	12468	14669.6368	3242.3456	316	GPRIN3		GPRIN3	316	1	ENSG00000185477	GPRIN3	11.7723603099592	1
7_Peak_15093_lociStitched	chr17	43370500	43393219	7	10549	14267.532	2876.2254	317	MAP3K14	LOC100133991,C17orf46	MAP3K14	317	1	ENSG00000006062	MAP3K14	17.2040373276509	1
17_Peak_26140_lociStitched	chr3	30670175	30703170	17	14411	14643.181	3289.6015	318	TGFBR2		TGFBR2	318	1	ENSG00000163513	TGFBR2	25.0060446485057	1
9_Peak_44185_lociStitched	chr19	44261223	44289562	9	11429	14656.9308	3324.1647	319	KCNN4	ZNF283,LYPD5,C19orf61,IRGC	KCNN4	319	1	ENSG00000104783	KCNN4	6.93160834108338	1
7_Peak_28270_lociStitched	chr5	173160214	173178840	7	10442	13503.85	2173.6542	320			BOD1	320	1	ENSG00000145919	BOD1	21.0536536009668	1
8_Peak_39145_lociStitched	chr1	150576845	150594870	8	9188	13419.6125	2099.9125	321	ENSA	MCL1,ENSA	ENSA	321	1	ENSG00000143420	ENSA	102.134067145143	1
17_Peak_53605_lociStitched	chr18	9057990	9121211	17	9133	17771.4231	6454.8641	322	NDUFV2	ANKRD12	NDUFV2	322	1	ENSG00000178127	NDUFV2	44.5609332575415	1
4_Peak_20676_lociStitched	chr15	75318537	75341527	4	10899	14490.597	3211.703	323	PPCDC	SCAMP5	PPCDC	323	1	ENSG00000138621	PPCDC	7.64932167605644	1
14_Peak_49639_lociStitched	chr22	39833368	39868693	14	10521	15468.8175	4200.1425	324	MGAT3	MGAT3,TAB1,SMCR7L,ATF4	MGAT3	324	1	ENSG00000128268	MGAT3	8.26957388498338	1
6_Peak_29269_lociStitched	chr10	30707271	30727350	6	7140	13641.6726	2375.3457	325	MAP3K8	LOC729668	MAP3K8	325	1	ENSG00000107968	MAP3K8	12.6111522941968	1
2_Peak_78175_lociStitched	chr13	50695759	50703874	2	353	12182.238	969.7425	326	DLEU2	DLEU1,ST13P4	DLEU2	326	1	ENSG00000231607	DLEU2	8.21091317944622	1
4_Peak_54395_lociStitched	chr6	167355522	167373412	4	4247	12929.103	1783.633	327	RNASET2	MIR3939,FGFR1OP	RNASET2	327	1	ENSG00000026297	RNASET2	89.2225222992429	1
3_Peak_5184_lociStitched	chr5	156965291	156977480	3	11733	12487.6305	1346.8845	328	ADAM19		ADAM19	328	1	ENSG00000135074	ADAM19	5.72506278752426	1
1_Peak_1153_lociStitched	chr14	50465536	50470804	1	5269	11740.7916	613.1952	329	C14orf182		C14orf182	329	1	ENSG00000214900	LINC01588	2.85427200763036	2
2_Peak_23644_lociStitched	chr6	45383231	45393199	2	6938	12079.2224	967.8928	330	RUNX2	SUPT3H	RUNX2	330	1	ENSG00000124813	RUNX2	4.7059941367795	1
4_Peak_23547_lociStitched	chr2	64863101	64894641	4	5910	14640.868	3551.404	331	SERTAD2	LOC339807	SERTAD2	331	1	ENSG00000179833	SERTAD2	21.447820324345	1
3_Peak_1228_lociStitched	chr3	176911712	176920340	3	7272	12098.1816	1018.9668	332	TBL1XR1		TBL1XR1	332	1	ENSG00000177565	TBL1XR1	161.066095814278	1
5_Peak_48750_lociStitched	chr5	133973767	133985950	5	8458	12307.2666	1242.666	333	SEC24A	SAR1B	SEC24A	333	1	ENSG00000113615	SEC24A	20.3769717503908	1
1_Peak_1870_lociStitched	chr16	30193874	30199156	1	5283	11640.9998	604.789	334	CORO1A	CORO1A	CORO1A	334	1	ENSG00000102879	CORO1A	5.90338641153229	1
2_Peak_13960_lociStitched	chr5	100225040	100240949	2	9153	12619.0188	1619.5362	335	ST8SIA4		ST8SIA4	335	1	ENSG00000113532	ST8SIA4	3.90565499787142	1
3_Peak_315_lociStitched	chr1	87793195	87801508	3	7652	11747.9316	755.6517	336	LMO4		LMO4	336	1	ENSG00000143013	LMO4	86.3514369371761	1
9_Peak_17151_lociStitched	chr1	17215319	17241167	9	5642	14555.0088	3574.7784	337		CROCC	CROCC	337	1	ENSG00000058453	CROCC	20.3904343956248	1
2_Peak_5474_lociStitched	chr8	126612090	126621264	2	9073	12196.833	1227.4812	338			TRIB1	338	1	ENSG00000173334	TRIB1	24.8587920397527	1
8_Peak_35402_lociStitched	chr11	47395426	47422911	8	7845	14006.356	3086.5655	339	SPI1	PSMC3,SLC39A13,RAPSN,MYBPC3,SPI1	SPI1	339	1	ENSG00000066336	SPI1	3.84631322531579	1
6_Peak_13000_lociStitched	chr20	25017274	25040130	6	7220	13603.8912	2690.1512	340	ACSS1	C20orf3,VSX1	ACSS1	340	1	ENSG00000154930	ACSS1	14.2966736865512	1
Peak_3965	chr19	1249835	1254881	1	5047	11459.9706	553.5462	341	MIDN	CIRBP,C19orf23,ATP5D,STK11,C19orf26,EFNA2,C19orf24	MIDN	341	1	ENSG00000167470	MIDN	95.6445804153529	1
3_Peak_27991_lociStitched	chr15	70385516	70393978	3	6809	11876.417	973.13	342	TLE3	MIR629	TLE3	342	1	ENSG00000140332	TLE3	48.8326835785977	1
5_Peak_30310_lociStitched	chr5	171600356	171615456	5	9312	12921.07	2038.5	343	STK10	EFCAB9	STK10	343	1	ENSG00000072786	STK10	17.7116010820259	1
4_Peak_5054_lociStitched	chr2	182168680	182179548	4	10096	11976.536	1103.102	344			ITGA4	344	1	ENSG00000115232	ITGA4	4.3210026022338	1
4_Peak_10521_lociStitched	chr1	111162124	111190233	4	9647	13916.7659	3066.6919	345		KCNA2,KCNA3	KCNA2	345	1	ENSG00000156171	DRAM2	19.5759086357176	3
2_Peak_774_lociStitched	chr3	50372028	50379087	2	6308	11780.7651	956.4945	346	RASSF1,ZMYND10	CYB561D2,TUSC2,HYAL3,NPRL2,NAT6,HYAL1,HYAL2,IFRD2,TMEM115,RASSF1	RASSF1	346	1	ENSG00000068028	RASSF1	12.919099308222	1
2_Peak_2354_lociStitched	chr5	43037258	43043670	2	5272	11648.0392	825.8656	347	C5orf39,LOC153684	LOC648987,LOC100132356	C5orf39	347	1	ENSG00000177721	ANXA2R	2.18031364152407	1
4_Peak_4289_lociStitched	chr2	127412799	127423951	4	8182	12181.3296	1367.2352	348	GYPC		GYPC	348	1	ENSG00000136732	GYPC	5.04079314359718	1
3_Peak_36523_lociStitched	chr7	104579090	104598302	3	5920	12964.2576	2184.4044	349		LOC723809	LOC723809	349	1	ENSG00000228393	LINC01004	1.8142986911867	2
9_Peak_15108_lociStitched	chr17	1458840	1511671	9	9558	16863.6552	6091.4143	350	PITPNA,SLC43A2	RILP,SCARF1,LOC100306951,INPP5K	PITPNA	350	1	ENSG00000174238	PITPNA	35.6765896280899	1
5_Peak_11108_lociStitched	chr21	46331487	46352737	5	6071	13209	2437.375	351	ITGB2	C21orf67,PTTG1IP,C21orf70	ITGB2	351	1	ENSG00000160255	ITGB2	10.4410640263668	1
7_Peak_9336_lociStitched	chr7	5458767	5469801	7	9950	12142.917	1420.0758	352	TNRC18		TNRC18	352	1	ENSG00000182095	TNRC18	116.868664254118	1
5_Peak_47543_lociStitched	chr15	90637519	90646420	5	7224	12017.2401	1299.546	353	IDH2		IDH2	353	1	ENSG00000182054	IDH2	38.2285283644919	1
10_Peak_18191_lociStitched	chr9	130725917	130746475	10	8818	13504.5502	2793.8322	354	FAM102A	FAM102A,PIP5KL1,ST6GALNAC4,DPM2	FAM102A	354	1	ENSG00000167106	FAM102A	32.4287634979404	1
3_Peak_49525_lociStitched	chr17	41436747	41453140	3	5834	12801.2937	2093.3861	355	LOC100130581	ARL4D	LOC100130581	355	1	ENSG00000188825	LINC00910	3.10013345904204	2
4_Peak_95870_lociStitched	chr19	49369345	49384344	4	6131	12438.6707	1747.3835	356	TULP2,PLEKHA4,PPP1R15A	PLEKHA4,NUCB1,HSD17B14	PPP1R15A	356	1	ENSG00000087074	PPP1R15A	43.7084750324279	1
3_Peak_58754_lociStitched	chr1	37936947	37951290	3	7056	12756.6642	2071.1292	357	ZC3H12A	MEAF6	ZC3H12A	357	1	ENSG00000163874	ZC3H12A	17.9358610406355	1
4_Peak_1698_lociStitched	chr1	111211277	111220538	4	6751	11757.7656	1086.3153	358	KCNA3		KCNA3	358	1	ENSG00000156171	DRAM2	19.5759086357176	3
10_Peak_656_lociStitched	chr1	2209868	2254621	10	8582	15891.7903	5222.6751	359	MORN1,SKI	LOC100129534	LOC100129534	359	1	ENSG00000157933	SKI	36.5051746693513	2
6_Peak_20883_lociStitched	chr16	11822196	11837911	6	8521	12457.2805	1813.511	360	TXNDC11		TXNDC11	360	1	ENSG00000153066	TXNDC11	23.0177536349963	1
7_Peak_39112_lociStitched	chr9	134594179	134613130	7	12864	12917.0016	2277.9102	361	RAPGEF1	RAPGEF1	RAPGEF1	361	1	ENSG00000107263	RAPGEF1	30.2108168438422	1
11_Peak_18671_lociStitched	chr2	173399969	173426280	11	6861	13197.5976	2567.9536	362	PDK1		PDK1	362	1	ENSG00000152256	PDK1	19.7366948684065	1
7_Peak_11654_lociStitched	chr21	15892694	15915483	7	10255	12488.372	1868.698	363	SAMSN1		SAMSN1	363	1	ENSG00000155307	SAMSN1	2.26824338102176	1
Peak_501	chr19	47729517	47735144	1	5628	11313.6462	703.375	364	BBC3,MIR3190,MIR3191	CCDC9,BBC3,PRR24	MIR3191	364	1	ENSG00000105327	BBC3	4.26375116549016	2
4_Peak_2087_lociStitched	chr1	226296466	226316571	4	6970	12943.599	2338.2115	365		H3F3A,LOC440926	LOC440926	365	1	ENSG00000143799	PARP1	82.9557956187709	3
20_Peak_37062_lociStitched	chr2	38871071	38950587	20	11539	19091.7916	8524.1152	366	GALM	SRSF7,HNRPLL	GALM	366	1	ENSG00000143891	GALM	32.5487835402603	1
3_Peak_14951_lociStitched	chr17	78228174	78239531	3	5151	11912.3573	1345.8045	367	RNF213	SLC26A11,SGSH	RNF213	367	1	ENSG00000173821	RNF213	267.64648989583	1
9_Peak_23342_lociStitched	chr5	150438983	150474032	9	6289	14951.9034	4395.1446	368	TNIP1	ANXA6,GPX3	TNIP1	368	1	ENSG00000145901	TNIP1	75.4549823458885	1
6_Peak_37120_lociStitched	chr22	50353465	50364771	6	7546	11902.9568	1347.6752	369	PIM3	CRELD2,ALG12	PIM3	369	1	ENSG00000198355	PIM3	31.4552921734244	1
8_Peak_42116_lociStitched	chr13	41550524	41590887	8	10115	14518.5711	3963.6466	370	ELF1	WBP4	ELF1	370	1	ENSG00000120690	ELF1	29.9342432288681	1
1_Peak_2751_lociStitched	chr19	47287240	47291926	1	4687	11036.9358	510.774	371	SLC1A5	FKRP,STRN4,SNAR-E	SLC1A5	371	1	ENSG00000105281	SLC1A5	23.0022155365101	1
8_Peak_38980_lociStitched	chr2	219081125	219095981	8	7860	12175.9776	1651.9872	372	ARPC2	CXCR1,GPBAR1,PNKD,AAMP	ARPC2	372	1	ENSG00000163466	ARPC2	154.115759479672	1
9_Peak_2114_lociStitched	chr19	2598939	2637499	9	8532	15107.808	4584.784	373	GNG7		GNG7	373	1	ENSG00000176533	GNG7	3.87572979246659	1
10_Peak_61112_lociStitched	chr19	13189189	13216688	10	9589	13664.2531	3143.1357	374	TRMT1,NFIX,LYL1	IER2,NACC1,TRMT1,STX10	LYL1	374	1	ENSG00000104903	LYL1	1.08846122891499	1
6_Peak_56574_lociStitched	chr2	30446758	30461139	6	5561	12163.4498	1662.4436	375	LBH		LBH	375	1	ENSG00000213626	LBH	32.1602394061088	1
2_Peak_25_lociStitched	chr1	22105509	22118960	2	5599	12011.743	1511.8924	376	USP48	LDLRAD2	USP48	376	1	ENSG00000090686	USP48	54.3595947815187	1
9_Peak_34244_lociStitched	chr2	68941652	68976276	9	12770	14614.7904	4127.1808	377	ARHGAP25	ARHGAP25	ARHGAP25	377	1	ENSG00000163219	ARHGAP25	6.55078821423361	1
4_Peak_4759_lociStitched	chr19	16475468	16495107	4	8263	13224.9026	2743.5683	378	EPS15L1	KLF2	KLF2	378	1	ENSG00000127528	KLF2	3.80400398709235	1
11_Peak_31591_lociStitched	chr7	44661819	44680710	11	8718	12851.5473	2382.1551	379	OGDH	DDX56,TMED4	OGDH	379	1	ENSG00000105953	OGDH	47.2818122522109	1
2_Peak_18246_lociStitched	chr17	8123668	8130522	2	4917	11244.6724	784.0976	380	C17orf44,C17orf68	TMEM107,PFAS,MIR3676,AURKB,C17orf59	C17orf44	380	1	ENSG00000178977	LINC00324	0.925157571956553	1
7_Peak_9443_lociStitched	chr6	36625874	36650824	7	7506	13475.495	3028.93	381	CDKN1A	MIR3925	CDKN1A	381	1	ENSG00000124762	CDKN1A	27.0307308602798	1
7_Peak_24107_lociStitched	chr11	35140100	35168384	7	10211	13779.9648	3334.6836	382	CD44	CD44	CD44	382	1	ENSG00000026508	CD44	80.4562630167962	1
8_Peak_5931_lociStitched	chr2	43385228	43406803	8	9085	12841.44	2433.66	383		LOC100129726,ZFP36L2	ZFP36L2	383	1	ENSG00000152518	ZFP36L2	193.662045632807	1
2_Peak_476_lociStitched	chr9	5624186	5630564	2	6227	11117.4918	716.2494	384	KIAA1432	KIAA1432	KIAA1432	384	1	ENSG00000107036	RIC1	21.3187558274508	2
1_Peak_2144_lociStitched	chr9	127630651	127636213	1	5563	11072.2734	681.345	385	ARPC5L	RPL35,WDR38	ARPC5L	385	1	ENSG00000136950	ARPC5L	22.3521598754201	1
2_Peak_851_lociStitched	chr6	26122717	26128371	2	4704	11088.6248	701.6614	386	HIST1H2AC,HIST1H2BC	HIST1H2BD,HFE,HIST1H1T,HIST1H1E,HIST1H4C	HIST1H2AC	386	1	ENSG00000180573	HIST1H2AC	24.1467428283456	1
5_Peak_6742_lociStitched	chr10	6012723	6020692	5	6976	11217.9613	835.1512	387	IL15RA		IL15RA	387	1	ENSG00000134470	IL15RA	6.34894334131381	1
22_Peak_36645_lociStitched	chr10	22886352	22946298	22	9367	17024.664	6648.0114	388	PIP4K2A		PIP4K2A	388	1	ENSG00000150867	PIP4K2A	20.0707604262729	1
5_Peak_19953_lociStitched	chr12	15101399	15116115	5	11694	12040.6312	1676.1524	389	ARHGDIB	PDE6H,ERP27	ARHGDIB	389	1	ENSG00000111348	ARHGDIB	23.6900385116791	1
11_Peak_52515_lociStitched	chr7	138775751	138795673	11	8755	12417.3826	2069.8958	390	ZC3HAV1	TTC26	ZC3HAV1	390	1	ENSG00000105939	ZC3HAV1	65.6886510979595	1
9_Peak_47848_lociStitched	chr1	201449303	201481569	9	8436	14297.0646	3984.851	391	CSRP1	RPS10P7,CSRP1,PHLDA3	CSRP1	391	1	ENSG00000159176	CSRP1	65.6861876089153	1
1_Peak_2821_lociStitched	chr15	69109160	69113225	1	4066	10768.998	469.5075	392	ANP32A	MIR4312,C15orf28,MIR548H4	ANP32A	392	1	ENSG00000140350	ANP32A	68.5509058666882	1
7_Peak_9388_lociStitched	chr21	44725962	44753652	7	8224	13681.629	3386.487	393			SIK1	393	1	ENSG00000160209	PDXK	130.866202849101	3
6_Peak_10389_lociStitched	chr12	68752365	68770185	6	7928	12163.932	1888.92	394		MDM1	MDM1	394	1	ENSG00000111554	MDM1	8.6258308261913	1
8_Peak_68523_lociStitched	chr9	6680165	6716844	8	7203	14132.4187	3880.6382	395		KDM4C,GLDC	KDM4C	395	1	ENSG00000107077	KDM4C	21.9172053696936	1
2_Peak_11096_lociStitched	chr10	11209100	11222991	2	12255	11997.6567	1747.4878	396	CELF2		CELF2	396	1	ENSG00000048740	CELF2	19.4780266493193	1
15_Peak_68381_lociStitched	chr5	156908485	156944721	15	11530	14396.5628	4159.8928	397	ADAM19	NIPAL4	NIPAL4	397	1	ENSG00000135074	ADAM19	5.72506278752426	2
5_Peak_20164_lociStitched	chr16	85586517	85605487	5	8555	12235.65	2018.408	398		KIAA0182	KIAA0182	398	1	ENSG00000131149	GSE1	61.5772975788765	3
13_Peak_10891_lociStitched	chr3	46318331	46345405	13	11534	13420.5818	3210.9764	399		CCR2,CCR3	CCR3	399	1	ENSG00000163820	FYCO1	39.9953687044527	3
9_Peak_28677_lociStitched	chr22	50730824	50757383	9	9663	13035.1572	2825.8776	400	FAM116B,PLXNB2	TUBGCP6,MAPK12,HDAC10,MAPK11,PPP6R2	PLXNB2	400	1	ENSG00000196576	PLXNB2	224.035339681892	1
18_Peak_56924_lociStitched	chr5	39174922	39217405	18	11695	14762.8425	4562.6742	401	FYB	FYB	FYB	401	1	ENSG00000082074	FYB1	18.3377061007632	2
3_Peak_20018_lociStitched	chr2	192532651	192545756	3	4065	11457.7015	1269.8745	402	OBFC2A		OBFC2A	402	1	ENSG00000173559	NABP1	42.5883055076644	2
5_Peak_30064_lociStitched	chr16	88826046	88857557	5	7131	14066.5104	3888.4574	403	FAM38A	CDT1,APRT	FAM38A	403	1	ENSG00000103335	PIEZO1	52.0059899370211	2
12_Peak_6445_lociStitched	chr5	66483851	66517510	12	11454	14379.1248	4210.7409	404	CD180		CD180	404	1	ENSG00000134061	CD180	1.00214615165856	1
7_Peak_1724_lociStitched	chr22	31675237	31691954	7	7661	12104.7797	1940.8437	405	PIK3IP1,LIMK2		PIK3IP1	405	1	ENSG00000100100	PIK3IP1	11.8104442120256	1
5_Peak_58858_lociStitched	chr10	74006590	74024086	5	7231	12065.2416	1936.8072	406		DDIT4,ANAPC16,ASCC1	DDIT4	406	1	ENSG00000168209	DDIT4	40.8140812876661	1
6_Peak_34045_lociStitched	chr2	96808275	96830714	6	5813	12790.23	2665.7532	407	DUSP2	ADRA2B,STARD7,ASTL	DUSP2	407	1	ENSG00000158050	DUSP2	1.99531395267388	1
14_Peak_19978_lociStitched	chr15	55543104	55580097	14	11519	13868.6757	3754.7895	408	RAB27A	PIGB	RAB27A	408	1	ENSG00000069974	RAB27A	18.1792728856907	1
14_Peak_11767_lociStitched	chr2	197089535	197141421	14	12081	15353.0674	5240.486	409	HECW2		STK17B	409	1	ENSG00000081320	STK17B	20.4718035191825	1
6_Peak_92516_lociStitched	chr17	33851249	33868637	6	9574	11759.5044	1672.7256	410		PEX12,SLFN12L,AP2B1,SLFN14,SNORD7	SLFN14	410	1	ENSG00000205045	SLFN12L	2.02604560182093	2
6_Peak_4427_lociStitched	chr22	37541670	37564041	6	9765	12485.2551	2433.9648	411	IL2RB	TMPRSS6,C1QTNF6,SSTR3	IL2RB	411	1	ENSG00000100385	IL2RB	1.2410975273654	1
1_Peak_94_lociStitched	chr20	48806615	48810549	1	3935	10501.0262	472.4734	412	CEBPB	TMEM189-UBE2V1	CEBPB	412	1	ENSG00000172216	CEBPB	24.1767622901139	1
3_Peak_21537_lociStitched	chr17	48224178	48238923	3	8781	11626.4325	1604.256	413	PPP1R9B	COL1A1,HILS1,SGCA,SAMD14	PPP1R9B	413	1	ENSG00000108819	PPP1R9B	43.3718243397007	1
9_Peak_8749_lociStitched	chr1	9466371	9489821	9	10479	12665.345	2675.645	414			SLC25A33	414	1	ENSG00000171612	SLC25A33	7.25702964271391	1
3_Peak_1041_lociStitched	chr19	40926428	40941052	3	3650	11605.6064	1623.264	415	SERTAD1	SPTBN4,PRX,SERTAD3,BLVRB,HIPK4	SERTAD1	415	1	ENSG00000197019	SERTAD1	9.39799241087089	1
5_Peak_55729_lociStitched	chr11	66873636	66890093	5	3144	11903.3481	1923.8233	416	KDM2A	RHOD,KDM2A	KDM2A	416	1	ENSG00000173120	KDM2A	99.5251895119635	1
4_Peak_13527_lociStitched	chr1	167586204	167602359	4	7193	11904.6195	1936.9845	417	RCSD1		RCSD1	417	1	ENSG00000198771	RCSD1	3.95926072346813	1
6_Peak_21280_lociStitched	chrX	39942659	39969215	6	5907	13123.9752	3157.5084	418	BCOR		BCOR	418	1	ENSG00000183337	BCOR	25.3349873951656	1
7_Peak_11800_lociStitched	chr2	54778486	54807260	7	11511	13034.622	3084.5728	419	SPTBN1	RPL23AP32	SPTBN1	419	1	ENSG00000115306	SPTBN1	271.237654332411	1
6_Peak_350_lociStitched	chr8	22297625	22316052	6	6459	11795.1227	1874.0259	420	PPP3CC		PPP3CC	420	1	ENSG00000120910	PPP3CC	6.06525046999373	1
12_Peak_34642_lociStitched	chr1	89725568	89777737	12	9534	15374.2043	5477.745	421	GBP5		GBP5	421	1	ENSG00000154451	GBP5	4.93577661977224	1
2_Peak_201_lociStitched	chr7	5567434	5573413	2	5831	10582.2321	688.7808	422	ACTB	MIR589,FBXL18	ACTB	422	1	ENSG00000075624	ACTB	1933.15464981693	1
2_Peak_62978_lociStitched	chr9	74976371	74981292	2	4397	10421.2017	539.3416	423	ZFAND5		ZFAND5	423	1	ENSG00000107372	ZFAND5	105.173127941489	1
